label,REAL.DEPTH
Blurry specimens,119.1
Pollen,119.1
Particles,119.1
Particles,119.1
Particles,119.1
Particles,119.1
Micropsectra radialis,119.1
Micropsectra radialis,119.1
Diatom,119.1
Particles,119.1
Corynoneura spp,119.1
Particles,119.1
Pollen,119.1
Particles,119.1
Particles,119.1
Particles,119.1
Particles,119.1
Psectrocladius spp,119.1
Fragmented hc,119.1
Fragmented hc,119.1
Pollen,119.1
Particles,119.1
Particles,119.1
Psectrocladius spp,119.1
Pollen,119.1
Psectrocladius spp,119.1
Fragmented hc,119.1
Particles,119.1
Heterotrissocladius marcidus,119.1
Background,119.1
Background,119.1
Background,119.1
Multiple,119.1
Fragmented hc,119.1
Psectrocladius spp,119.1
Fragmented hc,119.1
Corynoneura spp,119.1
Pollen,119.1
Pollen,119.1
Corynoneura spp,119.1
Particles,119.1
Fragmented hc,119.1
Fragmented hc,119.1
Corynoneura spp,119.1
Pollen,119.1
Particles,119.1
Particles,119.1
Multiple,119.1
Psectrocladius spp,119.1
Particles,119.1
Particles,119.1
Particles,119.1
Pollen,119.1
Pollen,119.1
Psectrocladius spp,119.1
Psectrocladius spp,119.1
Particles,119.1
Pollen,119.1
Particles,119.1
Psectrocladius spp,119.1
Fragmented hc,119.1
Fragmented hc,119.1
Pollen,119.1
Corynoneura spp,119.1
Mandible,119.1
Corynoneura spp,119.1
Mandible,119.1
Corynoneura spp,119.1
Fragmented hc,119.1
Micropsectra radialis,119.1
Particles,119.1
Fragmented hc,119.1
Particles,119.1
Corynoneura spp,119.1
Particles,119.1
Corynoneura spp,119.1
Psectrocladius spp,119.1
Fragmented hc,119.1
Psectrocladius spp,119.1
Pollen,119.1
Background,119.1
Psectrocladius spp,119.1
Fragmented hc,119.1
Psectrocladius spp,119.1
Corynoneura spp,119.1
Pollen,119.1
Fragmented hc,119.1
Psectrocladius spp,119.1
Particles,119.1
Psectrocladius spp,119.1
Psectrocladius spp,119.1
Corynoneura spp,119.1
Psectrocladius spp,121.15
Corynoneura spp,121.15
Psectrocladius spp,121.15
Pollen,121.15
Background,121.15
Corynoneura spp,121.15
Fragmented hc,121.15
Micropsectra radialis,121.15
Fragmented hc,121.15
Fragmented hc,121.15
Background,121.15
Corynoneura spp,121.15
Pollen,121.15
Particles,121.15
Particles,121.15
Psectrocladius spp,121.15
Micropsectra radialis,121.15
Corynoneura spp,121.15
Pollen,121.15
Psectrocladius spp,121.15
Psectrocladius spp,121.15
Fragmented hc,121.15
Corynoneura spp,121.15
Psectrocladius spp,121.15
Fragmented hc,121.15
Background,121.15
Corynoneura spp,121.15
Background,121.15
Background,121.15
Psectrocladius spp,121.15
Background,121.15
Psectrocladius spp,121.15
Corynoneura spp,121.15
Particles,121.15
Fragmented hc,121.15
Background,121.15
Psectrocladius spp,121.15
Background,121.15
Psectrocladius spp,121.15
Fragmented hc,121.15
Fragmented hc,121.15
Fragmented hc,121.15
Particles,121.15
Psectrocladius spp,121.15
Pollen,121.15
Corynoneura spp,121.15
Multiple,121.15
Psectrocladius spp,121.15
Background,121.15
Fragmented hc,121.15
Pollen,121.15
Pollen,121.15
Pollen,121.15
Multiple,121.15
Particles,121.15
Background,121.15
Blurry specimens,121.15
Particles,121.15
Blurry specimens,121.15
Psectrocladius spp,121.15
Background,121.15
Fragmented hc,121.15
Fragmented hc,121.15
Particles,121.15
Particles,121.15
Particles,121.15
Diatom,121.15
Fragmented hc,121.15
Pollen,121.15
Background,121.15
Pollen,121.15
Fragmented hc,121.15
Corynoneura spp,121.15
Background,121.15
Fragmented hc,121.15
Background,121.15
Fragmented hc,121.15
Chironomus spp,121.15
Micropsectra radialis,121.15
Background,121.15
Pollen,121.15
Pollen,121.15
Pentaneurini spp,121.15
Psectrocladius spp,121.15
Background,121.15
Pollen,121.15
Blurry specimens,121.15
Pentaneurini spp,121.15
Corynoneura spp,121.15
Particles,121.15
Fragmented hc,121.15
Pollen,121.15
Background,121.15
Fragmented hc,121.15
Particles,121.15
Fragmented hc,121.15
Corynoneura spp,121.15
Particles,121.15
Background,121.15
Pentaneurini spp,121.15
Psectrocladius spp,121.15
Corynoneura spp,121.15
Psectrocladius spp,121.15
Fragmented hc,121.15
Psectrocladius spp,121.15
Background,121.15
Psectrocladius spp,121.15
Psectrocladius spp,121.15
Background,121.15
Psectrocladius spp,121.15
Pollen,121.15
Background,121.15
Background,121.15
Background,121.15
Psectrocladius spp,121.15
Pollen,121.15
Pollen,121.15
Particles,121.15
Fragmented hc,121.15
Particles,121.15
Particles,121.15
Corynoneura spp,121.15
Particles,121.15
Corynoneura spp,121.15
Psectrocladius spp,121.15
Corynoneura spp,121.15
Corynoneura spp,121.15
Corynoneura spp,121.15
Particles,121.15
Corynoneura spp,121.15
Corynoneura spp,121.15
Psectrocladius spp,121.15
Psectrocladius spp,121.15
Particles,121.15
Corynoneura spp,121.15
Background,121.15
Background,121.15
Psectrocladius spp,121.15
Background,121.15
Background,121.15
Pollen,121.15
Psectrocladius spp,121.15
Particles,121.15
Psectrocladius spp,121.15
Background,121.15
Pollen,121.15
Background,121.15
Pollen,121.15
Mandible,121.15
Particles,121.15
Particles,121.15
Micropsectra radialis,121.15
Background,121.15
Background,121.15
Micropsectra radialis,121.15
Particles,121.15
Corynoneura spp,121.15
Psectrocladius spp,121.15
Particles,121.15
Psectrocladius spp,121.15
Corynoneura spp,121.15
Particles,121.15
Particles,121.15
Corynoneura spp,121.15
Corynoneura spp,121.15
Particles,121.15
Pollen,121.15
Psectrocladius spp,121.15
Particles,121.15
Pollen,121.15
Corynoneura spp,121.15
Psectrocladius spp,121.15
Particles,121.15
Psectrocladius spp,121.15
Orthocladiinae Diamesinae,121.15
Background,121.15
Pollen,121.15
Background,121.15
Background,121.15
Corynoneura spp,121.15
Pollen,121.15
Pollen,121.15
Pollen,121.15
Psectrocladius spp,121.15
Background,121.15
Blurry specimens,121.15
Pollen,121.15
Psectrocladius spp,121.15
Blurry specimens,121.15
Pollen,121.15
Fragmented hc,121.15
Background,121.15
Background,121.15
Pollen,121.15
Fragmented hc,121.15
Background,121.15
Blurry specimens,121.15
Blurry specimens,121.15
Background,121.15
Background,121.15
Corynoneura spp,121.15
Background,121.15
Background,121.15
Blurry specimens,121.15
Corynoneura spp,121.15
Fragmented hc,121.15
Blurry specimens,121.15
Multiple,121.15
Pollen,121.15
Fragmented hc,121.15
Blurry specimens,121.15
Background,121.15
Background,121.15
Micropsectra radialis,121.15
Corynoneura spp,121.15
Fragmented hc,121.15
Pollen,121.15
Pollen,121.15
Pollen,121.15
Psectrocladius spp,121.15
Background,121.15
Mandible,121.15
Pollen,121.15
Pollen,121.15
Pollen,121.15
Particles,121.15
Background,121.15
Background,121.15
Corynoneura spp,121.15
Pollen,121.15
Psectrocladius spp,121.15
Background,121.15
Pollen,121.15
Corynoneura spp,121.15
Pollen,121.15
Micropsectra radialis,121.15
Psectrocladius spp,121.15
Psectrocladius spp,121.15
Background,121.15
Psectrocladius spp,121.15
Background,121.15
Particles,121.15
Psectrocladius spp,121.15
Pollen,121.15
Corynoneura spp,121.15
Psectrocladius spp,121.15
Particles,121.15
Particles,121.15
Corynoneura spp,121.15
Corynoneura spp,121.15
Background,121.15
Fragmented hc,121.15
Psectrocladius spp,121.15
Background,121.15
Psectrocladius spp,121.15
Psectrocladius spp,121.15
Psectrocladius spp,121.15
Corynoneura spp,121.15
Fragmented hc,121.15
Fragmented hc,121.15
Particles,121.15
Background,121.15
Corynoneura spp,121.15
Particles,121.15
Particles,121.15
Fragmented hc,121.15
Background,121.15
Background,121.15
Particles,121.15
Psectrocladius spp,121.15
Corynoneura spp,121.15
Corynoneura spp,121.15
Psectrocladius spp,121.15
Background,121.15
Background,121.15
Background,121.15
Fragmented hc,121.15
Pollen,121.15
Psectrocladius spp,121.15
Pollen,121.15
Background,121.15
Psectrocladius spp,121.15
Psectrocladius spp,121.15
Pollen,121.15
Multiple,121.15
Pollen,121.15
Pollen,121.15
Microtendipes pedellus,121.15
Fragmented hc,121.15
Corynoneura spp,121.15
Background,121.15
Psectrocladius spp,121.15
Corynoneura spp,121.15
Background,121.15
Corynoneura spp,121.15
Background,121.15
Psectrocladius spp,121.15
Particles,121.15
Background,121.15
Psectrocladius spp,121.15
Tanypodinae,121.15
Corynoneura spp,121.15
Corynoneura spp,121.15
Particles,121.15
Fragmented hc,121.15
Corynoneura spp,121.15
Fragmented hc,121.15
Fragmented hc,121.15
Psectrocladius spp,121.15
Multiple,121.15
Particles,121.15
Particles,121.15
Pollen,121.15
Fragmented hc,121.15
Corynoneura spp,121.15
Corynoneura spp,121.15
Background,121.15
Corynoneura spp,121.15
Psectrocladius spp,121.15
Corynoneura spp,121.15
Background,121.15
Psectrocladius spp,121.15
Pollen,121.15
Corynoneura spp,121.15
Psectrocladius spp,121.15
Psectrocladius spp,121.15
Background,121.15
Fragmented hc,121.15
Corynoneura spp,121.15
Corynoneura spp,121.15
Blurry specimens,121.15
Background,121.15
Psectrocladius spp,121.15
Heterotrissocladius marcidus,121.15
Psectrocladius spp,121.15
Particles,121.15
Background,121.15
Fragmented hc,121.15
Psectrocladius spp,121.15
Psectrocladius spp,121.15
Pollen,121.15
Corynoneura spp,121.15
Corynoneura spp,121.15
Pollen,121.15
Psectrocladius spp,121.15
Pollen,121.15
Psectrocladius spp,121.15
Pollen,121.15
Psectrocladius spp,121.15
Particles,121.15
Blurry specimens,121.15
Background,121.15
Corynoneura spp,121.15
Psectrocladius spp,121.15
Pollen,121.15
Psectrocladius spp,121.15
Particles,121.15
Particles,121.15
Psectrocladius spp,121.15
Background,121.15
Fragmented hc,121.15
Fragmented hc,121.15
Background,121.15
Fragmented hc,121.15
Background,121.15
Corynoneura spp,121.15
Corynoneura spp,121.15
Background,121.15
Corynoneura spp,121.15
Psectrocladius spp,121.15
Background,121.15
Pollen,121.15
Fragmented hc,121.15
Psectrocladius spp,121.15
Pollen,121.15
Background,121.15
Pollen,121.15
Fragmented hc,121.15
Micropsectra radialis,121.15
Background,121.15
Fragmented hc,121.15
Psectrocladius spp,121.15
Fragmented hc,121.15
Fragmented hc,121.15
Psectrocladius spp,121.15
Pollen,121.15
Psectrocladius spp,121.15
Corynoneura spp,121.15
Psectrocladius spp,121.15
Fragmented hc,121.15
Background,121.15
Background,121.15
Background,124.25
Background,124.25
Background,124.25
Particles,124.25
Multiple,124.25
Background,124.25
Background,124.25
Background,124.25
Particles,124.25
Corynoneura spp,124.25
Corynoneura spp,124.25
Background,124.25
Pollen,124.25
Micropsectra radialis,124.25
Psectrocladius spp,124.25
Psectrocladius spp,124.25
Fragmented hc,124.25
Psectrocladius spp,124.25
Corynoneura spp,124.25
Background,124.25
Fragmented hc,124.25
Pollen,124.25
Particles,124.25
Background,124.25
Particles,124.25
Micropsectra radialis,124.25
Micropsectra radialis,124.25
Particles,124.25
Background,124.25
Blurry specimens,124.25
Fragmented hc,124.25
Background,124.25
Pollen,124.25
Psectrocladius spp,124.25
Particles,124.25
Micropsectra radialis,124.25
Corynoneura spp,124.25
Psectrocladius spp,124.25
Fragmented hc,124.25
Pollen,124.25
Background,124.25
Fragmented hc,124.25
Micropsectra radialis,124.25
Multiple,124.25
Psectrocladius spp,124.25
Particles,124.25
Background,124.25
Background,124.25
Fragmented hc,124.25
Pollen,124.25
Fragmented hc,124.25
Micropsectra radialis,124.25
Fragmented hc,124.25
Pollen,124.25
Particles,124.25
Psectrocladius spp,124.25
Particles,124.25
Particles,124.25
Particles,124.25
Particles,124.25
Fragmented hc,124.25
Micropsectra radialis,124.25
Micropsectra radialis,124.25
Particles,124.25
Fragmented hc,124.25
Psectrocladius spp,124.25
Background,124.25
Micropsectra radialis,124.25
Micropsectra radialis,124.25
Particles,124.25
Background,124.25
Particles,124.25
Particles,124.25
Fragmented hc,124.25
Fragmented hc,124.25
Psectrocladius spp,124.25
Particles,124.25
Pollen,124.25
Psectrocladius spp,124.25
Psectrocladius spp,124.25
Particles,124.25
Diatom,124.25
Background,124.25
Micropsectra radialis,124.25
Psectrocladius spp,124.25
Particles,124.25
Fragmented hc,124.25
Fragmented hc,124.25
Fragmented hc,124.25
Fragmented hc,124.25
Pollen,124.25
Psectrocladius spp,124.25
Diatom,124.25
Pollen,124.25
Particles,124.25
Pollen,124.25
Psectrocladius spp,124.25
Blurry specimens,124.25
Blurry specimens,124.25
Particles,124.25
Blurry specimens,124.25
Fragmented hc,124.25
Fragmented hc,124.25
Pollen,124.25
Pollen,124.25
Fragmented hc,124.25
Background,124.25
Blurry specimens,124.25
Background,124.25
Background,124.25
Blurry specimens,124.25
Blurry specimens,124.25
Multiple,124.25
Blurry specimens,124.25
Pollen,124.25
Blurry specimens,124.25
Fragmented hc,124.25
Psectrocladius spp,124.25
Blurry specimens,124.25
Background,124.25
Blurry specimens,124.25
Blurry specimens,124.25
Background,124.25
Orthocladiinae Diamesinae,124.25
Blurry specimens,124.25
Background,124.25
Micropsectra radialis,124.25
Background,124.25
Heterotrissocladius marcidus,124.25
Psectrocladius spp,124.25
Background,124.25
Blurry specimens,124.25
Micropsectra radialis,124.25
Background,124.25
Blurry specimens,124.25
Background,124.25
Background,124.25
Background,124.25
Pollen,124.25
Background,124.25
Psectrocladius spp,124.25
Particles,124.25
Psectrocladius spp,124.25
Multiple,124.25
Fragmented hc,124.25
Fragmented hc,124.25
Particles,124.25
Fragmented hc,124.25
Psectrocladius spp,124.25
Psectrocladius spp,124.25
Fragmented hc,124.25
Fragmented hc,124.25
Particles,124.25
Micropsectra radialis,124.25
Particles,124.25
Fragmented hc,124.25
Micropsectra radialis,124.25
Background,124.25
Psectrocladius spp,124.25
Multiple,124.25
Corynoneura spp,124.25
Fragmented hc,124.25
Blurry specimens,124.25
Blurry specimens,124.25
Psectrocladius spp,124.25
Pollen,124.25
Psectrocladius spp,124.25
Fragmented hc,124.25
Psectrocladius spp,124.25
Psectrocladius spp,124.25
Pentaneurini spp,124.25
Psectrocladius spp,124.25
Fragmented hc,124.25
Background,124.25
Fragmented hc,124.25
Fragmented hc,124.25
Background,124.25
Psectrocladius spp,124.25
Fragmented hc,124.25
Particles,124.25
Micropsectra radialis,124.25
Background,124.25
Background,124.25
Background,124.25
Psectrocladius spp,124.25
Micropsectra radialis,124.25
Psectrocladius spp,124.25
Micropsectra radialis,124.25
Particles,124.25
Pollen,124.25
Particles,124.25
Multiple,124.25
Micropsectra radialis,124.25
Particles,124.25
Background,124.25
Psectrocladius spp,124.25
Particles,124.25
Blurry specimens,124.25
Background,124.25
Blurry specimens,124.25
Background,124.25
Background,124.25
Background,124.25
Fragmented hc,124.25
Blurry specimens,124.25
Background,124.25
Background,124.25
Background,124.25
Background,124.25
Blurry specimens,124.25
Blurry specimens,124.25
Background,124.25
Blurry specimens,124.25
Background,124.25
Background,124.25
Blurry specimens,124.25
Blurry specimens,124.25
Background,124.25
Particles,124.25
Particles,124.25
Fragmented hc,124.25
Pollen,124.25
Particles,124.25
Particles,124.25
Fragmented hc,124.25
Multiple,124.25
Corynoneura spp,124.25
Background,124.25
Fragmented hc,124.25
Psectrocladius spp,124.25
Particles,124.25
Micropsectra radialis,124.25
Fragmented hc,124.25
Heterotrissocladius marcidus,124.25
Particles,124.25
Micropsectra radialis,124.25
Mandible,124.25
Particles,124.25
Psectrocladius spp,124.25
Particles,124.25
Blurry specimens,124.25
Particles,124.25
Fragmented hc,124.25
Fragmented hc,124.25
Pollen,124.25
Pollen,124.25
Background,124.25
Psectrocladius spp,124.25
Fragmented hc,124.25
Fragmented hc,124.25
Psectrocladius spp,124.25
Blurry specimens,124.25
Blurry specimens,124.25
Fragmented hc,124.25
Background,124.25
Diatom,124.25
Particles,124.25
Pollen,124.25
Fragmented hc,124.25
Fragmented hc,124.25
Background,124.25
Multiple,124.25
Psectrocladius spp,124.25
Corynoneura spp,124.25
Tanypodinae,124.25
Particles,124.25
Particles,124.25
Particles,124.25
Particles,124.25
Background,124.25
Blurry specimens,124.25
Background,124.25
Particles,124.25
Multiple,124.25
Corynoneura spp,124.25
Pollen,124.25
Micropsectra radialis,126.3
Mandible,126.3
Psectrocladius spp,126.3
Pollen,126.3
Fragmented hc,126.3
Particles,126.3
Fragmented hc,126.3
Pollen,126.3
Diatom,126.3
Fragmented hc,126.3
Pollen,126.3
Particles,126.3
Corynoneura spp,126.3
Pollen,126.3
Particles,126.3
Particles,126.3
Particles,126.3
Particles,126.3
Pollen,126.3
Background,126.3
Particles,126.3
Background,126.3
Particles,126.3
Pollen,126.3
Multiple,126.3
Pollen,126.3
Fragmented hc,126.3
Tanypodinae,126.3
Particles,126.3
Background,126.3
Psectrocladius spp,126.3
Fragmented hc,126.3
Background,126.3
Background,126.3
Particles,126.3
Corynoneura spp,126.3
Pollen,126.3
Fragmented hc,126.3
Psectrocladius spp,126.3
Psectrocladius spp,126.3
Particles,126.3
Particles,126.3
Pollen,126.3
Corynoneura spp,126.3
Pollen,126.3
Blurry specimens,126.3
Fragmented hc,126.3
Micropsectra radialis,126.3
Pollen,126.3
Pollen,126.3
Particles,126.3
Background,126.3
Particles,126.3
Fragmented hc,126.3
Fragmented hc,126.3
Background,126.3
Background,126.3
Psectrocladius spp,126.3
Pollen,126.3
Corynoneura spp,126.3
Background,126.3
Pollen,126.3
Fragmented hc,126.3
Particles,126.3
Particles,126.3
Particles,126.3
Particles,126.3
Blurry specimens,126.3
Blurry specimens,126.3
Particles,126.3
Micropsectra radialis,126.3
Heterotrissocladius marcidus,126.3
Particles,126.3
Particles,126.3
Particles,126.3
Particles,126.3
Particles,126.3
Particles,126.3
Particles,126.3
Fragmented hc,126.3
Particles,126.3
Blurry specimens,126.3
Particles,126.3
Particles,126.3
Particles,126.3
Particles,126.3
Fragmented hc,126.3
Particles,126.3
Particles,126.3
Particles,126.3
Particles,126.3
Multiple,126.3
Particles,126.3
Micropsectra radialis,126.3
Particles,126.3
Particles,126.3
Psectrocladius spp,126.3
Psectrocladius spp,126.3
Particles,126.3
Particles,126.3
Particles,126.3
Particles,126.3
Psectrocladius spp,126.3
Chironomus spp,126.3
Pollen,126.3
Psectrocladius spp,126.3
Particles,126.3
Background,126.3
Corynoneura spp,126.3
Psectrocladius spp,126.3
Pollen,126.3
Psectrocladius spp,126.3
Pollen,126.3
Psectrocladius spp,126.3
Psectrocladius spp,126.3
Pollen,126.3
Psectrocladius spp,126.3
Micropsectra radialis,126.3
Particles,126.3
Particles,126.3
Particles,126.3
Micropsectra radialis,126.3
Psectrocladius spp,126.3
Pollen,126.3
Diatom,126.3
Particles,126.3
Particles,126.3
Psectrocladius spp,126.3
Mandible,126.3
Pollen,126.3
Corynoneura spp,126.3
Particles,126.3
Pollen,126.3
Fragmented hc,126.3
unsure,126.3
Pollen,126.3
Psectrocladius spp,126.3
Fragmented hc,126.3
Blurry specimens,126.3
Particles,126.3
Pollen,126.3
Corynoneura spp,126.3
Particles,126.3
Micropsectra radialis,126.3
Pollen,126.3
Particles,126.3
Particles,126.3
Pollen,126.3
Psectrocladius spp,126.3
Pollen,126.3
Psectrocladius spp,126.3
Multiple,126.3
Corynoneura spp,126.3
Micropsectra radialis,126.3
Pollen,126.3
Pollen,126.3
Fragmented hc,126.3
Corynoneura spp,126.3
Pollen,126.3
Particles,126.3
Psectrocladius spp,126.3
Background,126.3
Background,126.3
Psectrocladius spp,126.3
Psectrocladius spp,126.3
Pollen,126.3
Micropsectra radialis,126.3
Particles,126.3
Psectrocladius spp,126.3
Particles,126.3
Micropsectra radialis,126.3
Multiple,126.3
Background,126.3
Corynoneura spp,126.3
Pollen,126.3
Pollen,126.3
Micropsectra radialis,126.3
Background,126.3
Background,126.3
Particles,126.3
Micropsectra radialis,126.3
Particles,126.3
Micropsectra radialis,126.3
Background,126.3
Particles,126.3
Psectrocladius spp,126.3
Background,126.3
Pollen,126.3
Background,126.3
Corynoneura spp,126.3
Background,126.3
Background,126.3
Background,126.3
Background,126.3
Particles,126.3
Background,126.3
Background,126.3
Particles,126.3
Corynoneura spp,126.3
Psectrocladius spp,126.3
Particles,126.3
Psectrocladius spp,126.3
Particles,126.3
Micropsectra radialis,126.3
Background,126.3
Background,126.3
Psectrocladius spp,126.3
Background,126.3
Background,126.3
Background,126.3
Background,126.3
Pollen,126.3
Pollen,126.3
Particles,126.3
Pollen,126.3
Particles,126.3
Blurry specimens,128.35
Pollen,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Blurry specimens,128.35
Background,128.35
Fragmented hc,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Blurry specimens,128.35
Background,128.35
Background,128.35
Blurry specimens,128.35
Pollen,128.35
Background,128.35
Background,128.35
Background,128.35
Pollen,128.35
Blurry specimens,128.35
Pollen,128.35
Blurry specimens,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Blurry specimens,128.35
Background,128.35
Background,128.35
Blurry specimens,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Blurry specimens,128.35
Pollen,128.35
Background,128.35
Background,128.35
Background,128.35
Blurry specimens,128.35
Background,128.35
Background,128.35
Pollen,128.35
Blurry specimens,128.35
Background,128.35
Pollen,128.35
Background,128.35
Background,128.35
Blurry specimens,128.35
Background,128.35
Micropsectra radialis,128.35
Background,128.35
Blurry specimens,128.35
Background,128.35
Pollen,128.35
Background,128.35
Pollen,128.35
Background,128.35
Corynoneura spp,128.35
Psectrocladius spp,128.35
Fragmented hc,128.35
Corynoneura spp,128.35
Fragmented hc,128.35
Blurry specimens,128.35
Background,128.35
Background,128.35
Blurry specimens,128.35
Background,128.35
Background,128.35
Blurry specimens,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Blurry specimens,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Blurry specimens,128.35
Background,128.35
Blurry specimens,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Blurry specimens,128.35
Background,128.35
Background,128.35
Blurry specimens,128.35
Background,128.35
Blurry specimens,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Blurry specimens,128.35
Micropsectra radialis,128.35
Pollen,128.35
Blurry specimens,128.35
Background,128.35
Blurry specimens,128.35
Fragmented hc,128.35
Pollen,128.35
Pollen,128.35
Pollen,128.35
Psectrocladius spp,128.35
Blurry specimens,128.35
Micropsectra radialis,128.35
Fragmented hc,128.35
Particles,128.35
Background,128.35
Mandible,128.35
Corynoneura spp,128.35
Background,128.35
Particles,128.35
Psectrocladius spp,128.35
Particles,128.35
Pollen,128.35
Fragmented hc,128.35
Fragmented hc,128.35
Background,128.35
Particles,128.35
Blurry specimens,128.35
Pollen,128.35
Micropsectra radialis,128.35
Corynoneura spp,128.35
Psectrocladius spp,128.35
Particles,128.35
Particles,128.35
Psectrocladius spp,128.35
Background,128.35
Pollen,128.35
Psectrocladius spp,128.35
Fragmented hc,128.35
Pollen,128.35
Particles,128.35
Pollen,128.35
Blurry specimens,128.35
Fragmented hc,128.35
Blurry specimens,128.35
Background,128.35
Blurry specimens,128.35
Pollen,128.35
Blurry specimens,128.35
Pollen,128.35
Micropsectra radialis,128.35
Particles,128.35
Particles,128.35
Corynoneura spp,128.35
Psectrocladius spp,128.35
Particles,128.35
Corynoneura spp,128.35
Micropsectra radialis,128.35
Particles,128.35
Fragmented hc,128.35
Background,128.35
Background,128.35
Particles,128.35
Psectrocladius spp,128.35
Particles,128.35
Blurry specimens,128.35
Psectrocladius spp,128.35
Pollen,128.35
Micropsectra radialis,128.35
Blurry specimens,128.35
Corynoneura spp,128.35
Particles,128.35
Pollen,128.35
Psectrocladius spp,128.35
Corynoneura spp,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Particles,128.35
Background,128.35
Background,128.35
Background,128.35
Blurry specimens,128.35
Blurry specimens,128.35
Blurry specimens,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Particles,128.35
Particles,128.35
Background,128.35
Background,128.35
Fragmented hc,128.35
Blurry specimens,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Fragmented hc,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Fragmented hc,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Background,128.35
Orthocladiinae Diamesinae,128.35
Background,128.35
Background,128.35
Background,128.35
Particles,128.35
Blurry specimens,128.35
Background,128.35
Particles,128.35
Background,128.35
Background,128.35
Psectrocladius spp,128.35
Particles,128.35
Particles,128.35
Particles,128.35
Fragmented hc,128.35
Psectrocladius spp,128.35
Particles,128.35
Fragmented hc,128.35
Psectrocladius spp,128.35
Fragmented hc,128.35
Background,128.35
Fragmented hc,128.35
Fragmented hc,128.35
Micropsectra radialis,128.35
Background,128.35
Corynoneura spp,128.35
Psectrocladius spp,128.35
Fragmented hc,128.35
Background,128.35
Pollen,128.35
Pollen,128.35
Corynoneura spp,128.35
Corynoneura spp,128.35
Corynoneura spp,128.35
Fragmented hc,128.35
Fragmented hc,128.35
Corynoneura spp,128.35
Corynoneura spp,128.35
Background,128.35
Fragmented hc,128.35
Fragmented hc,128.35
Blurry specimens,128.35
Background,128.35
Psectrocladius spp,128.35
Blurry specimens,128.35
Background,128.35
Blurry specimens,128.35
Fragmented hc,128.35
Corynoneura spp,128.35
Background,128.35
Background,128.35
Fragmented hc,128.35
Fragmented hc,128.35
Fragmented hc,128.35
Corynoneura spp,128.35
Psectrocladius spp,128.35
Fragmented hc,128.35
Pollen,128.35
Fragmented hc,128.35
Fragmented hc,128.35
Psectrocladius spp,128.35
Orthocladiinae Diamesinae,128.35
Fragmented hc,128.35
Particles,128.35
Corynoneura spp,128.35
Background,128.35
Micropsectra radialis,128.35
Background,128.35
Diatom,128.35
Pollen,128.35
Psectrocladius spp,128.35
Psectrocladius spp,128.35
Corynoneura spp,128.35
Fragmented hc,128.35
Psectrocladius spp,128.35
Mandible,128.35
Psectrocladius spp,128.35
Background,128.35
Psectrocladius spp,128.35
Fragmented hc,128.35
Psectrocladius spp,128.35
Particles,128.35
Fragmented hc,128.35
Fragmented hc,128.35
Fragmented hc,128.35
Fragmented hc,128.35
Fragmented hc,128.35
Fragmented hc,128.35
Fragmented hc,128.35
Psectrocladius spp,128.35
Psectrocladius spp,128.35
Psectrocladius spp,128.35
Psectrocladius spp,128.35
Particles,128.35
Particles,128.35
Fragmented hc,128.35
Particles,128.35
Psectrocladius spp,128.35
Particles,128.35
Background,128.35
Psectrocladius spp,128.35
Psectrocladius spp,128.35
Background,128.35
Background,128.35
Psectrocladius spp,128.35
Particles,128.35
Corynoneura spp,128.35
Psectrocladius spp,128.35
Psectrocladius spp,128.35
Particles,128.35
Diatom,128.35
Pollen,128.35
Psectrocladius spp,128.35
Psectrocladius spp,128.35
Background,128.35
Pollen,128.35
Corynoneura spp,128.35
Fragmented hc,128.35
Psectrocladius spp,128.35
Psectrocladius spp,128.35
Psectrocladius spp,128.35
Particles,128.35
Pollen,128.35
Corynoneura spp,128.35
Fragmented hc,128.35
Fragmented hc,128.35
Particles,131.45
Micropsectra radialis,131.45
Psectrocladius spp,131.45
Corynoneura spp,131.45
Micropsectra radialis,131.45
Particles,131.45
Background,131.45
Background,131.45
Micropsectra radialis,131.45
Pollen,131.45
Corynoneura spp,131.45
Particles,131.45
Blurry specimens,131.45
Heterotrissocladius marcidus,131.45
Particles,131.45
Background,131.45
Blurry specimens,131.45
Particles,131.45
Micropsectra radialis,131.45
Background,131.45
