label,REAL.DEPTH
Corynoneura spp,45.7
Pollen,45.7
Background,45.7
Pollen,45.7
Pollen,45.7
Psectrocladius spp,45.7
Psectrocladius spp,45.7
Psectrocladius spp,45.7
Psectrocladius spp,45.7
Corynoneura spp,45.7
Psectrocladius spp,45.7
Background,45.7
Pollen,45.7
Pollen,45.7
Pollen,45.7
Psectrocladius spp,45.7
Pollen,45.7
Micropsectra radialis,45.7
Particles,45.7
Pollen,45.7
Psectrocladius spp,45.7
Pollen,45.7
Pollen,45.7
Particles,45.7
Fragmented hc,45.7
Fragmented hc,45.7
Background,45.7
Psectrocladius spp,45.7
Psectrocladius spp,45.7
Pollen,45.7
Fragmented hc,45.7
Background,45.7
Fragmented hc,45.7
Corynoneura spp,45.7
Particles,45.7
Psectrocladius spp,45.7
Pollen,45.7
Particles,45.7
Fragmented hc,45.7
Particles,45.7
Psectrocladius spp,45.7
Pollen,45.7
Fragmented hc,57.25
Pollen,57.25
Psectrocladius spp,57.25
Particles,57.25
Psectrocladius spp,57.25
Pollen,57.25
Pollen,57.25
Pollen,57.25
Corynoneura spp,57.25
Pollen,57.25
Particles,57.25
Pollen,57.25
Corynoneura spp,57.25
Pollen,57.25
Psectrocladius spp,57.25
Pollen,57.25
Pollen,57.25
Pollen,57.25
Corynoneura spp,57.25
Pollen,57.25
Pollen,57.25
Pollen,57.25
Pollen,57.25
Particles,57.25
Corynoneura spp,57.25
Particles,57.25
Psectrocladius spp,57.25
Psectrocladius spp,57.25
Particles,57.25
Particles,57.25
Psectrocladius spp,57.25
Fragmented hc,57.25
Psectrocladius spp,57.25
Psectrocladius spp,57.25
Pollen,57.25
Mandible,57.25
Psectrocladius spp,57.25
Pollen,57.25
Pollen,57.25
Psectrocladius spp,57.25
Pollen,57.25
Pollen,57.25
Mandible,57.25
Background,57.25
Fragmented hc,57.25
Corynoneura spp,57.25
Background,57.25
Background,57.25
Pollen,57.25
Psectrocladius spp,57.25
Particles,57.25
Fragmented hc,57.25
Pollen,57.25
Psectrocladius spp,57.25
Corynoneura spp,57.25
Fragmented hc,57.25
Fragmented hc,57.25
Pollen,57.25
Corynoneura spp,57.25
Corynoneura spp,57.25
Psectrocladius spp,57.25
Pollen,57.25
Particles,57.25
Psectrocladius spp,57.25
Particles,57.25
Pollen,57.25
Pollen,57.25
Pollen,57.25
Fragmented hc,57.25
Psectrocladius spp,57.25
Pollen,57.25
unsure,57.25
Pollen,57.25
Pollen,57.25
Pollen,57.25
Pollen,57.25
Particles,57.25
Pollen,57.25
Pollen,57.25
Pollen,57.25
Pollen,57.25
Pollen,57.25
Pollen,57.25
Background,57.25
Background,57.25
Pollen,57.25
Background,57.25
Corynoneura spp,57.25
Micropsectra radialis,57.25
Background,57.25
Pollen,57.25
Pollen,57.25
Pollen,57.25
Pollen,57.25
Psectrocladius spp,57.25
Pollen,57.25
Pollen,57.25
Background,57.25
Background,57.25
Background,57.25
Corynoneura spp,57.25
Fragmented hc,57.25
Particles,57.25
Pollen,57.25
Multiple,57.25
Psectrocladius spp,57.25
Background,57.25
Fragmented hc,57.25
Pollen,57.25
Fragmented hc,57.25
Fragmented hc,57.25
Fragmented hc,57.25
Particles,57.25
Pollen,57.25
Multiple,57.25
Multiple,57.25
Psectrocladius spp,57.25
Psectrocladius spp,57.25
Particles,57.25
Particles,57.25
Pollen,57.25
Background,57.25
Corynoneura spp,57.25
Psectrocladius spp,57.25
Micropsectra radialis,57.25
Fragmented hc,57.25
Particles,57.25
Tanypodinae,57.25
Corynoneura spp,57.25
Psectrocladius spp,57.25
Pollen,57.25
Psectrocladius spp,57.25
Psectrocladius spp,57.25
Fragmented hc,57.25
Psectrocladius spp,57.25
Particles,57.25
Background,57.25
Corynoneura spp,57.25
Particles,57.25
Psectrocladius spp,57.25
Background,57.25
Background,57.25
Corynoneura spp,57.25
Mandible,57.25
Corynoneura spp,57.25
Psectrocladius spp,57.25
Particles,57.25
Pollen,57.25
Fragmented hc,57.25
Tanypodinae,57.25
Particles,57.25
Pollen,57.25
Background,57.25
Particles,57.25
Pollen,57.25
Pollen,57.25
Fragmented hc,57.25
Pollen,57.25
Corynoneura spp,57.25
Background,57.25
Pollen,57.25
Pollen,57.25
Pollen,57.25
Fragmented hc,57.25
Fragmented hc,57.25
Particles,57.25
Micropsectra radialis,57.25
Particles,57.25
Corynoneura spp,57.25
Particles,57.25
Psectrocladius spp,57.25
Corynoneura spp,57.25
Corynoneura spp,57.25
Particles,57.25
Psectrocladius spp,57.25
Corynoneura spp,57.25
Background,57.25
Psectrocladius spp,57.25
Pollen,57.25
Pollen,57.25
Pollen,57.25
Corynoneura spp,57.25
Particles,57.25
Psectrocladius spp,57.25
Corynoneura spp,57.25
Multiple,57.25
Psectrocladius spp,57.25
Pollen,57.25
Pollen,57.25
Particles,57.25
Background,57.25
Heterotrissocladius marcidus,57.25
Particles,57.25
Background,57.25
Particles,57.25
Particles,57.25
Fragmented hc,57.25
Corynoneura spp,57.25
Corynoneura spp,57.25
Pollen,57.25
Corynoneura spp,57.25
Micropsectra radialis,57.25
Particles,57.25
Multiple,57.25
Pollen,57.25
Pollen,57.25
Pollen,57.25
Psectrocladius spp,57.25
Fragmented hc,57.25
Pollen,57.25
Pollen,57.25
Pollen,57.25
Pollen,57.25
Corynoneura spp,57.25
Pollen,57.25
Particles,57.25
Pollen,57.25
Pollen,57.25
Background,57.25
Micropsectra radialis,57.25
Pollen,57.25
Background,57.25
Particles,57.25
Psectrocladius spp,57.25
Micropsectra radialis,57.25
Fragmented hc,57.25
Fragmented hc,57.25
Corynoneura spp,57.25
Pollen,57.25
Fragmented hc,57.25
Particles,57.25
Psectrocladius spp,57.25
Psectrocladius spp,57.25
Fragmented hc,57.25
Particles,57.25
Background,57.25
Particles,57.25
Psectrocladius spp,57.25
Blurry specimens,57.25
Background,57.25
Fragmented hc,57.25
Background,57.25
Psectrocladius spp,57.25
Pollen,57.25
Corynoneura spp,57.25
Pollen,57.25
Corynoneura spp,57.25
Pollen,57.25
Pollen,57.25
Pollen,57.25
Background,57.25
Pollen,57.25
Fragmented hc,57.25
Psectrocladius spp,57.25
Fragmented hc,57.25
Psectrocladius spp,57.25
Pollen,57.25
Pollen,57.25
Corynoneura spp,57.25
Fragmented hc,57.25
Particles,57.25
Pollen,57.25
Pollen,57.25
Particles,57.25
Psectrocladius spp,57.25
Mandible,57.25
Multiple,57.25
Pollen,57.25
Pollen,57.25
Corynoneura spp,57.25
Pollen,57.25
Corynoneura spp,57.25
Pollen,57.25
Pollen,57.25
Particles,57.25
Pollen,57.25
Corynoneura spp,57.25
Psectrocladius spp,57.25
Pollen,57.25
Pollen,57.25
Pollen,57.25
Particles,57.25
Pollen,57.25
Particles,57.25
Psectrocladius spp,57.25
Particles,57.25
Micropsectra radialis,57.25
Fragmented hc,57.25
Pollen,57.25
Pollen,57.25
Psectrocladius spp,57.25
Background,57.25
Background,57.25
Corynoneura spp,57.25
Background,57.25
Background,57.25
Particles,57.25
Pollen,57.25
Multiple,57.25
Psectrocladius spp,57.25
Pollen,57.25
Pollen,57.25
Fragmented hc,57.25
Particles,57.25
Pollen,57.25
Background,57.25
Corynoneura spp,57.25
Psectrocladius spp,57.25
Particles,57.25
Particles,57.25
Pollen,57.25
Background,57.25
Psectrocladius spp,57.25
Pollen,57.25
Pollen,57.25
Particles,57.25
Corynoneura spp,57.25
Pollen,57.25
Pollen,57.25
Pollen,57.25
Psectrocladius spp,57.25
Particles,57.25
Mandible,57.25
Background,57.25
Corynoneura spp,57.25
Particles,57.25
Psectrocladius spp,57.25
Blurry specimens,57.25
Psectrocladius spp,57.25
Corynoneura spp,57.25
Psectrocladius spp,57.25
Mandible,57.25
Psectrocladius spp,57.25
Fragmented hc,57.25
Pollen,57.25
Chironomus spp,57.25
Corynoneura spp,57.25
Particles,57.25
Blurry specimens,57.25
Particles,57.25
Psectrocladius spp,57.25
Particles,57.25
Micropsectra radialis,57.25
Background,57.25
Pollen,57.25
Fragmented hc,57.25
Pollen,57.25
Pollen,57.25
Particles,57.25
Micropsectra radialis,57.25
Multiple,57.25
Background,57.25
Corynoneura spp,57.25
Psectrocladius spp,57.25
Mandible,57.25
Fragmented hc,57.25
Particles,57.25
Particles,57.25
Fragmented hc,57.25
Fragmented hc,57.25
Background,57.25
Corynoneura spp,57.25
Background,57.25
Mandible,57.25
Corynoneura spp,57.25
Pollen,57.25
Fragmented hc,57.25
Fragmented hc,57.25
Fragmented hc,57.25
Corynoneura spp,57.25
Background,57.25
Background,57.25
Background,57.25
Background,57.25
Corynoneura spp,57.25
Corynoneura spp,57.25
Corynoneura spp,57.25
Fragmented hc,57.25
Pollen,57.25
Psectrocladius spp,57.25
Pollen,57.25
Pollen,57.25
Background,57.25
Psectrocladius spp,57.25
Background,57.25
Background,57.25
Psectrocladius spp,57.25
Background,57.25
Pollen,57.25
Background,57.25
Psectrocladius spp,57.25
Psectrocladius spp,57.25
Particles,57.25
Corynoneura spp,57.25
Background,57.25
Corynoneura spp,57.25
Corynoneura spp,57.25
Psectrocladius spp,57.25
Pollen,57.25
Fragmented hc,57.25
Pollen,57.25
Pollen,57.25
Pollen,57.25
Pentaneurini spp,57.25
Background,57.25
Blurry specimens,57.25
Psectrocladius spp,57.25
Psectrocladius spp,57.25
Fragmented hc,57.25
Pentaneurini spp,57.25
Particles,57.25
Particles,57.25
Pollen,57.25
Fragmented hc,57.25
Psectrocladius spp,57.25
Particles,57.25
Particles,57.25
Background,57.25
Pollen,57.25
Psectrocladius spp,57.25
Pollen,57.25
Psectrocladius spp,57.25
Chironomus spp,57.25
Fragmented hc,57.25
Fragmented hc,57.25
Pollen,57.25
Particles,57.25
Fragmented hc,57.25
Pollen,57.25
Pollen,57.25
Pollen,57.25
Micropsectra radialis,57.25
Particles,57.25
Background,57.25
Pollen,57.25
Fragmented hc,57.25
Micropsectra radialis,57.25
Particles,57.25
Particles,57.25
Pollen,57.25
Particles,57.25
Pollen,57.25
Micropsectra radialis,57.25
Pollen,57.25
Psectrocladius spp,57.25
Pollen,57.25
Pollen,57.25
Psectrocladius spp,57.25
Pollen,57.25
Corynoneura spp,57.25
Particles,57.25
Pollen,57.25
Corynoneura spp,57.25
Background,57.25
Particles,57.25
Particles,57.25
Particles,57.25
Particles,57.25
Particles,57.25
Psectrocladius spp,57.25
Background,57.25
Pollen,57.25
Psectrocladius spp,57.25
Pollen,57.25
Particles,57.25
Corynoneura spp,57.25
Pollen,57.25
Pollen,57.25
unsure,57.25
Pollen,57.25
Psectrocladius spp,57.25
Pollen,57.25
Particles,57.25
Fragmented hc,57.25
Psectrocladius spp,57.25
Corynoneura spp,57.25
Corynoneura spp,57.25
Particles,57.25
Diatom,57.25
Particles,57.25
Multiple,57.25
Pollen,57.25
Pollen,57.25
Particles,57.25
Pollen,57.25
Pollen,57.25
Particles,57.25
Pollen,57.25
Particles,57.25
Blurry specimens,57.25
Particles,57.25
Particles,57.25
Micropsectra radialis,57.25
Psectrocladius spp,57.25
Fragmented hc,57.25
Particles,57.25
Background,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Fragmented hc,68.8
Psectrocladius spp,68.8
Background,68.8
Mandible,68.8
Background,68.8
Background,68.8
Background,68.8
Background,68.8
Psectrocladius spp,68.8
Particles,68.8
Particles,68.8
Fragmented hc,68.8
Background,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Fragmented hc,68.8
Psectrocladius spp,68.8
Fragmented hc,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Background,68.8
Background,68.8
Tanypodinae,68.8
Psectrocladius spp,68.8
Mandible,68.8
Background,68.8
Particles,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Fragmented hc,68.8
Fragmented hc,68.8
Mandible,68.8
Corynoneura spp,68.8
Psectrocladius spp,68.8
Multiple,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Particles,68.8
Psectrocladius spp,68.8
Fragmented hc,68.8
Pollen,68.8
Background,68.8
Particles,68.8
Corynoneura spp,68.8
Multiple,68.8
Background,68.8
Blurry specimens,68.8
Psectrocladius spp,68.8
Background,68.8
Particles,68.8
Background,68.8
Particles,68.8
Background,68.8
Psectrocladius spp,68.8
Fragmented hc,68.8
Fragmented hc,68.8
Particles,68.8
Fragmented hc,68.8
Psectrocladius spp,68.8
Fragmented hc,68.8
Psectrocladius spp,68.8
Fragmented hc,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Pollen,68.8
Psectrocladius spp,68.8
Corynoneura spp,68.8
Background,68.8
Background,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Pollen,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Background,68.8
Psectrocladius spp,68.8
Fragmented hc,68.8
Psectrocladius spp,68.8
Micropsectra radialis,68.8
Background,68.8
Psectrocladius spp,68.8
Particles,68.8
Particles,68.8
Background,68.8
Mandible,68.8
Pollen,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Background,68.8
Pollen,68.8
Fragmented hc,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Corynoneura spp,68.8
Fragmented hc,68.8
Pollen,68.8
Background,68.8
Background,68.8
Psectrocladius spp,68.8
Particles,68.8
Background,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Particles,68.8
Particles,68.8
Fragmented hc,68.8
Background,68.8
Particles,68.8
Fragmented hc,68.8
Particles,68.8
Psectrocladius spp,68.8
Particles,68.8
Particles,68.8
Pollen,68.8
Micropsectra radialis,68.8
Psectrocladius spp,68.8
Fragmented hc,68.8
Background,68.8
Fragmented hc,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Fragmented hc,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Background,68.8
Corynoneura spp,68.8
Pollen,68.8
Particles,68.8
Particles,68.8
Pollen,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Diatom,68.8
Background,68.8
Particles,68.8
Psectrocladius spp,68.8
Corynoneura spp,68.8
Particles,68.8
Fragmented hc,68.8
Psectrocladius spp,68.8
Pollen,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Pollen,68.8
Background,68.8
Fragmented hc,68.8
Psectrocladius spp,68.8
Particles,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Fragmented hc,68.8
Particles,68.8
Pollen,68.8
Psectrocladius spp,68.8
Particles,68.8
Fragmented hc,68.8
Background,68.8
Psectrocladius spp,68.8
Particles,68.8
Particles,68.8
Particles,68.8
Psectrocladius spp,68.8
Particles,68.8
Particles,68.8
Particles,68.8
Particles,68.8
Fragmented hc,68.8
Background,68.8
Particles,68.8
Fragmented hc,68.8
Psectrocladius spp,68.8
Background,68.8
Fragmented hc,68.8
Fragmented hc,68.8
Particles,68.8
Fragmented hc,68.8
Background,68.8
Psectrocladius spp,68.8
Fragmented hc,68.8
Multiple,68.8
Fragmented hc,68.8
Particles,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Particles,68.8
Multiple,68.8
Particles,68.8
Particles,68.8
Psectrocladius spp,68.8
Fragmented hc,68.8
Psectrocladius spp,68.8
Pollen,68.8
Corynoneura spp,68.8
Psectrocladius spp,68.8
Particles,68.8
Corynoneura spp,68.8
Pentaneurini spp,68.8
Psectrocladius spp,68.8
Particles,68.8
Psectrocladius spp,68.8
Corynoneura spp,68.8
Pollen,68.8
Psectrocladius spp,68.8
Particles,68.8
Background,68.8
Particles,68.8
Particles,68.8
Psectrocladius spp,68.8
Background,68.8
Particles,68.8
Background,68.8
Particles,68.8
Background,68.8
Background,68.8
Psectrocladius spp,68.8
Particles,68.8
Particles,68.8
Background,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Particles,68.8
unsure,68.8
Background,68.8
Particles,68.8
Particles,68.8
Fragmented hc,68.8
Multiple,68.8
Fragmented hc,68.8
Blurry specimens,68.8
Pentaneurini spp,68.8
Fragmented hc,68.8
Background,68.8
Background,68.8
Psectrocladius spp,68.8
Corynoneura spp,68.8
Background,68.8
Psectrocladius spp,68.8
Pollen,68.8
Psectrocladius spp,68.8
Multiple,68.8
Psectrocladius spp,68.8
Pollen,68.8
Background,68.8
Background,68.8
Psectrocladius spp,68.8
Background,68.8
Psectrocladius spp,68.8
Pollen,68.8
Corynoneura spp,68.8
Fragmented hc,68.8
Fragmented hc,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Multiple,68.8
Particles,68.8
Corynoneura spp,68.8
Fragmented hc,68.8
Fragmented hc,68.8
Psectrocladius spp,68.8
Particles,68.8
Psectrocladius spp,68.8
Particles,68.8
Particles,68.8
Fragmented hc,68.8
Fragmented hc,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Micropsectra radialis,68.8
Fragmented hc,68.8
Fragmented hc,68.8
Corynoneura spp,68.8
unsure,68.8
Background,68.8
Background,68.8
Pollen,68.8
Fragmented hc,68.8
Fragmented hc,68.8
Fragmented hc,68.8
Pollen,68.8
Psectrocladius spp,68.8
Corynoneura spp,68.8
Multiple,68.8
Corynoneura spp,68.8
Particles,68.8
Particles,68.8
Micropsectra radialis,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Tanypodinae,68.8
Micropsectra radialis,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Fragmented hc,68.8
Fragmented hc,68.8
Psectrocladius spp,68.8
Background,68.8
Psectrocladius spp,68.8
Particles,68.8
Particles,68.8
Psectrocladius spp,68.8
Fragmented hc,68.8
Psectrocladius spp,68.8
Particles,68.8
Psectrocladius spp,68.8
Background,68.8
Background,68.8
Background,68.8
Background,68.8
Psectrocladius spp,68.8
Background,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Background,68.8
Psectrocladius spp,68.8
Background,68.8
Particles,68.8
Fragmented hc,68.8
Particles,68.8
Pollen,68.8
Fragmented hc,68.8
Psectrocladius spp,68.8
Background,68.8
Micropsectra radialis,68.8
Fragmented hc,68.8
Fragmented hc,68.8
Background,68.8
Background,68.8
Background,68.8
Psectrocladius spp,68.8
Background,68.8
Fragmented hc,68.8
Particles,68.8
Psectrocladius spp,68.8
Pollen,68.8
Psectrocladius spp,68.8
Pollen,68.8
Particles,68.8
Pollen,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Pollen,68.8
Fragmented hc,68.8
Micropsectra radialis,68.8
Pollen,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Particles,68.8
Particles,68.8
Particles,68.8
Psectrocladius spp,68.8
Particles,68.8
Pollen,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Pollen,68.8
Psectrocladius spp,68.8
Fragmented hc,68.8
Fragmented hc,68.8
Background,68.8
Psectrocladius spp,68.8
Particles,68.8
Psectrocladius spp,68.8
Background,68.8
Psectrocladius spp,68.8
Tanypodinae,68.8
Psectrocladius spp,68.8
Particles,68.8
Psectrocladius spp,68.8
Psectrocladius spp,68.8
Background,68.8
Particles,68.8
Particles,68.8
Particles,68.8
Background,68.8
Particles,68.8
Psectrocladius spp,68.8
Fragmented hc,68.8
Psectrocladius spp,68.8
Background,68.8
Psectrocladius spp,68.8
Background,80.5
Background,80.5
Background,80.5
Corynoneura spp,80.5
Micropsectra radialis,80.5
Multiple,80.5
Fragmented hc,80.5
Corynoneura spp,80.5
Psectrocladius spp,80.5
Psectrocladius spp,80.5
Psectrocladius spp,80.5
Pollen,80.5
others,80.5
Background,80.5
Pollen,80.5
Corynoneura spp,80.5
Pollen,80.5
Blurry specimens,80.5
Fragmented hc,80.5
Pollen,80.5
Background,80.5
Psectrocladius spp,80.5
Particles,80.5
Background,80.5
Background,80.5
Pollen,80.5
Corynoneura spp,80.5
Psectrocladius spp,80.5
Corynoneura spp,80.5
Corynoneura spp,80.5
Pollen,80.5
Corynoneura spp,80.5
Fragmented hc,80.5
Fragmented hc,80.5
Fragmented hc,80.5
Fragmented hc,80.5
Background,80.5
Fragmented hc,80.5
Pollen,80.5
Background,80.5
Background,80.5
Background,80.5
Diatom,80.5
Fragmented hc,80.5
Psectrocladius spp,80.5
Fragmented hc,80.5
Background,80.5
Corynoneura spp,80.5
Corynoneura spp,80.5
Psectrocladius spp,80.5
Chaoborus mandible,80.5
Psectrocladius spp,80.5
Psectrocladius spp,80.5
Pollen,80.5
Corynoneura spp,80.5
Blurry specimens,80.5
Psectrocladius spp,80.5
Background,80.5
Background,80.5
Corynoneura spp,80.5
Particles,80.5
Particles,80.5
Fragmented hc,80.5
Psectrocladius spp,80.5
Particles,80.5
Pentaneurini spp,80.5
Particles,80.5
Fragmented hc,80.5
Fragmented hc,80.5
Background,80.5
Psectrocladius spp,80.5
Psectrocladius spp,80.5
Fragmented hc,80.5
Fragmented hc,80.5
Fragmented hc,80.5
Fragmented hc,80.5
Orthocladiinae Diamesinae,80.5
Background,80.5
Particles,80.5
Fragmented hc,80.5
Particles,80.5
Background,80.5
Fragmented hc,80.5
Fragmented hc,80.5
Psectrocladius spp,80.5
Psectrocladius spp,80.5
Particles,80.5
Psectrocladius spp,80.5
Orthocladiinae Diamesinae,80.5
Fragmented hc,80.5
Fragmented hc,80.5
Particles,80.5
Fragmented hc,80.5
Fragmented hc,80.5
Pollen,80.5
Particles,80.5
Corynoneura spp,80.5
Pollen,80.5
Corynoneura spp,80.5
Corynoneura spp,80.5
Particles,80.5
Background,80.5
Fragmented hc,80.5
Particles,80.5
Fragmented hc,80.5
Background,80.5
Background,80.5
Fragmented hc,80.5
Pollen,80.5
Pollen,80.5
Fragmented hc,80.5
Corynoneura spp,80.5
Corynoneura spp,80.5
Psectrocladius spp,80.5
Fragmented hc,80.5
Fragmented hc,80.5
Fragmented hc,80.5
Fragmented hc,80.5
Background,80.5
unsure,80.5
Pollen,80.5
Fragmented hc,80.5
Fragmented hc,80.5
Chaoborus mandible,80.5
Pollen,80.5
Multiple,80.5
Fragmented hc,80.5
Fragmented hc,80.5
Background,80.5
Particles,80.5
Particles,80.5
Particles,80.5
Fragmented hc,80.5
Corynoneura spp,80.5
Pollen,80.5
Multiple,80.5
Background,80.5
Fragmented hc,80.5
Fragmented hc,80.5
Background,80.5
Corynoneura spp,80.5
Corynoneura spp,80.5
Corynoneura spp,80.5
Tanypodinae,80.5
Fragmented hc,80.5
Micropsectra radialis,80.5
Background,80.5
Corynoneura spp,80.5
Corynoneura spp,80.5
Psectrocladius spp,80.5
Particles,80.5
Corynoneura spp,80.5
Psectrocladius spp,80.5
Multiple,91.9
Background,91.9
Fragmented hc,91.9
Corynoneura spp,91.9
Particles,91.9
Acari spp,91.9
Particles,91.9
Particles,91.9
Particles,91.9
Fragmented hc,91.9
Particles,91.9
Particles,91.9
Particles,91.9
Psectrocladius spp,91.9
Corynoneura spp,91.9
Fragmented hc,91.9
Micropsectra radialis,91.9
Diatom,91.9
Psectrocladius spp,91.9
Corynoneura spp,91.9
Psectrocladius spp,91.9
Fragmented hc,91.9
Psectrocladius spp,91.9
Particles,91.9
Psectrocladius spp,91.9
Corynoneura spp,91.9
Psectrocladius spp,91.9
Psectrocladius spp,91.9
Fragmented hc,91.9
Particles,91.9
Corynoneura spp,91.9
Psectrocladius spp,91.9
Psectrocladius spp,91.9
Particles,91.9
Particles,91.9
Pollen,91.9
Background,91.9
Particles,91.9
Psectrocladius spp,91.9
Psectrocladius spp,91.9
Psectrocladius spp,91.9
Corynoneura spp,91.9
Orthocladiinae Diamesinae,91.9
Psectrocladius spp,91.9
Fragmented hc,91.9
Pollen,91.9
Particles,91.9
Background,91.9
Particles,91.9
Fragmented hc,91.9
Fragmented hc,91.9
Multiple,91.9
Particles,91.9
Particles,91.9
Particles,91.9
Fragmented hc,91.9
Particles,91.9
Psectrocladius spp,91.9
Orthocladiinae Diamesinae,91.9
Corynoneura spp,91.9
Background,91.9
Psectrocladius spp,91.9
Fragmented hc,91.9
Background,91.9
Background,91.9
Psectrocladius spp,91.9
Psectrocladius spp,91.9
unsure,91.9
Psectrocladius spp,91.9
Background,91.9
Psectrocladius spp,91.9
Corynoneura spp,91.9
Background,91.9
Psectrocladius spp,91.9
Tanypodinae,91.9
Background,91.9
Psectrocladius spp,91.9
Particles,91.9
Corynoneura spp,91.9
Corynoneura spp,91.9
Pollen,91.9
Fragmented hc,91.9
Psectrocladius spp,91.9
Blurry specimens,91.9
Pollen,91.9
Particles,91.9
Fragmented hc,91.9
Psectrocladius spp,91.9
Particles,91.9
Multiple,91.9
Psectrocladius spp,91.9
Background,91.9
Fragmented hc,91.9
Fragmented hc,91.9
Psectrocladius spp,91.9
Background,91.9
Background,91.9
Background,91.9
Multiple,91.9
Background,91.9
Corynoneura spp,91.9
Background,91.9
Background,91.9
Psectrocladius spp,91.9
Fragmented hc,91.9
Background,91.9
Particles,91.9
Background,91.9
Corynoneura spp,91.9
Psectrocladius spp,91.9
Corynoneura spp,91.9
Background,91.9
Corynoneura spp,91.9
Psectrocladius spp,91.9
Micropsectra insignilobus,91.9
Particles,91.9
Particles,91.9
Particles,91.9
Mandible,91.9
Corynoneura spp,91.9
Background,91.9
Particles,91.9
Paratanytarsus austriacus,91.9
Fragmented hc,91.9
Psectrocladius spp,91.9
Psectrocladius spp,91.9
Tanypodinae,91.9
Particles,91.9
Corynoneura spp,91.9
Pollen,91.9
Background,91.9
Micropsectra radialis,91.9
Pollen,91.9
Fragmented hc,91.9
Psectrocladius spp,91.9
Tanytarsus spp,91.9
Particles,91.9
Particles,91.9
Psectrocladius spp,91.9
Psectrocladius spp,91.9
Fragmented hc,91.9
Corynoneura spp,91.9
Orthocladiinae Diamesinae,91.9
Fragmented hc,91.9
Psectrocladius spp,91.9
Background,91.9
Fragmented hc,91.9
Background,91.9
Background,91.9
Psectrocladius spp,91.9
Orthocladiinae Diamesinae,91.9
Background,91.9
Particles,91.9
Psectrocladius spp,91.9
Particles,91.9
Psectrocladius spp,91.9
Micropsectra radialis,91.9
Particles,91.9
Background,91.9
Background,91.9
Particles,91.9
Psectrocladius spp,91.9
Particles,91.9
Particles,91.9
Fragmented hc,91.9
Fragmented hc,91.9
Psectrocladius spp,91.9
Psectrocladius spp,91.9
Particles,91.9
Psectrocladius spp,91.9
Psectrocladius spp,91.9
Particles,91.9
Micropsectra radialis,91.9
Psectrocladius spp,91.9
Pollen,91.9
Particles,91.9
Corynoneura spp,91.9
Particles,91.9
Multiple,91.9
Orthocladiinae Diamesinae,91.9
Psectrocladius spp,91.9
Fragmented hc,91.9
Corynoneura spp,91.9
Background,91.9
Micropsectra radialis,91.9
Particles,91.9
Background,91.9
Corynoneura spp,91.9
Background,91.9
Blurry specimens,91.9
Blurry specimens,91.9
Background,91.9
Background,91.9
Background,91.9
Fragmented hc,91.9
Corynoneura spp,91.9
Psectrocladius spp,91.9
Pentaneurini spp,91.9
Psectrocladius spp,91.9
Corynoneura spp,91.9
Corynoneura spp,91.9
Psectrocladius spp,91.9
Particles,91.9
Psectrocladius spp,91.9
Particles,91.9
Corynoneura spp,91.9
Pollen,91.9
Fragmented hc,91.9
Particles,91.9
Background,91.9
Corynoneura spp,91.9
Psectrocladius spp,91.9
Particles,91.9
Tanypodinae,91.9
Background,91.9
Corynoneura spp,91.9
Background,91.9
Fragmented hc,91.9
Fragmented hc,91.9
Fragmented hc,91.9
Background,91.9
Fragmented hc,91.9
Corynoneura spp,91.9
Heterotrissocladius marcidus,91.9
Particles,91.9
Background,91.9
Psectrocladius spp,91.9
Fragmented hc,91.9
