Depth,Taxa
16.5,Blurry specimens
16.5,Blurry specimens
16.5,Background
16.5,Background
16.5,Blurry specimens
16.5,Multiple
16.5,Background
16.5,Background
16.5,Chaoborus th
16.5,Chironomus spp
16.5,Heterotrissocladius marcidus
16.5,Fragmented hc
16.5,Fragmented hc
16.5,Fragmented hc
16.5,Fragmented hc
16.5,Fragmented hc
16.5,Psectrocladius spp
16.5,Fragmented hc
16.5,Fragmented hc
16.5,Fragmented hc
16.5,Fragmented hc
16.5,Multiple
16.5,Fragmented hc
16.5,Heterotrissocladius marcidus
18.5,Fragmented hc
18.5,Micropsectra radialis
18.5,Fragmented hc
18.5,Multiple
18.5,Fragmented hc
18.5,Micropsectra radialis
18.5,Fragmented hc
18.5,Mandible
18.5,Fragmented hc
18.5,Corynoneura spp
18.5,Corynoneura spp
18.5,Particles
18.5,Particles
18.5,Fragmented hc
18.5,Corynoneura spp
18.5,Psectrocladius spp
18.5,Fragmented hc
18.5,Chaoborus th
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Heterotrissocladius marcidus
18.5,Pentaneurini spp
18.5,Background
18.5,Micropsectra radialis
18.5,Fragmented hc
18.5,Micropsectra radialis
18.5,Corynoneura spp
18.5,Micropsectra radialis
18.5,Background
18.5,Corynoneura spp
18.5,Corynoneura spp
18.5,Fragmented hc
18.5,Tanytarsus spp
18.5,Tanypodinae
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Multiple
18.5,Mandible
18.5,Fragmented hc
18.5,Micropsectra insignilobus
18.5,Fragmented hc
18.5,Mandible
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Corynoneura spp
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Heterotrissocladius marcidus
18.5,Fragmented hc
18.5,Chaoborus th
18.5,Tanypodinae
18.5,Background
18.5,Corynoneura spp
18.5,Particles
18.5,Fragmented hc
18.5,Multiple
18.5,Fragmented hc
18.5,Corynoneura spp
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Corynoneura spp
18.5,Background
18.5,Particles
18.5,Fragmented hc
18.5,Fragmented hc
18.5,Corynoneura spp
18.5,Fragmented hc
18.5,Background
18.5,Fragmented hc
18.5,Multiple
18.5,Micropsectra insignilobus
18.5,Fragmented hc
18.5,Fragmented hc
