"","Lake","Temperature","Depth","Taxa_lake","Taxa","size","count","data_type"
"202","Laguna Roya",11.46367055,720.5,"Corynoneura spp.Laguna Roya","Corynoneura spp",196.9722707,20,"downcore"
"203","Laguna Roya",11.46367055,720.5,"Tanytarsus lugens.Laguna Roya","Tanytarsus lugens",317.768126,17,"downcore"
"204","Laguna Roya",11.46367055,720.5,"Chaoborus mandible.Laguna Roya","Chaoborus mandible",195.9369971,31,"downcore"
"205","Laguna Roya",11.5912559,723.5,"Chironomus spp.Laguna Roya","Chironomus spp",502.9543721,9,"downcore"
"206","Laguna Roya",11.5912559,723.5,"Pentaneurini spp.Laguna Roya","Pentaneurini spp",235.3779135,12,"downcore"
"207","Laguna Roya",11.5912559,723.5,"Chaoborus mandible.Laguna Roya","Chaoborus mandible",212.77687,31,"downcore"
"208","Laguna Roya",11.5912559,723.5,"Tanypodinae.Laguna Roya","Tanypodinae",328.1641437,25,"downcore"
"209","Laguna Roya",11.5912559,723.5,"Micropsectra insignilobus.Laguna Roya","Micropsectra insignilobus",288.4850637,35,"downcore"
"210","Laguna Roya",11.5912559,723.5,"Microtendipes pedellus.Laguna Roya","Microtendipes pedellus",287.4953638,13,"downcore"
"211","Laguna Roya",11.74480756,675.5,"Chaoborus mandible.Laguna Roya","Chaoborus mandible",182.6989394,31,"downcore"
"212","Laguna Roya",11.74480756,675.5,"Tanypodinae.Laguna Roya","Tanypodinae",113.8859878,25,"downcore"
"213","Laguna Roya",11.74480756,675.5,"Micropsectra insignilobus.Laguna Roya","Micropsectra insignilobus",197.0145513,35,"downcore"
"214","Laguna Roya",11.75757166,715.5,"Corynoneura spp.Laguna Roya","Corynoneura spp",243.1100832,20,"downcore"
"215","Laguna Roya",11.75757166,715.5,"Tanypodinae.Laguna Roya","Tanypodinae",195.6921401,25,"downcore"
"216","Laguna Roya",11.75757166,715.5,"Micropsectra insignilobus.Laguna Roya","Micropsectra insignilobus",194.576348,35,"downcore"
"217","Laguna Roya",11.75757166,715.5,"Chaoborus mandible.Laguna Roya","Chaoborus mandible",188.7810262,31,"downcore"
"218","Laguna Roya",11.84057549,740.5,"Micropsectra insignilobus.Laguna Roya","Micropsectra insignilobus",366.8212228,35,"downcore"
"219","Laguna Roya",11.84057549,740.5,"Micropsectra radialis.Laguna Roya","Micropsectra radialis",486.4917317,11,"downcore"
"220","Laguna Roya",11.84057549,740.5,"Chaoborus mandible.Laguna Roya","Chaoborus mandible",197.2572566,31,"downcore"
"221","Laguna Roya",11.84057549,740.5,"Tanytarsus lugens.Laguna Roya","Tanytarsus lugens",61.03433512,17,"downcore"
"222","Laguna Roya",11.84057549,740.5,"Microtendipes pedellus.Laguna Roya","Microtendipes pedellus",189.8372687,13,"downcore"
"223","Laguna Roya",12.01470545,728.5,"Tanypodinae.Laguna Roya","Tanypodinae",307.5383982,25,"downcore"
"224","Laguna Roya",12.01470545,728.5,"Chaoborus mandible.Laguna Roya","Chaoborus mandible",225.6020171,31,"downcore"
"225","Laguna Roya",12.01470545,728.5,"Micropsectra insignilobus.Laguna Roya","Micropsectra insignilobus",683.0752788,35,"downcore"
"226","Laguna Roya",12.01470545,728.5,"Corynoneura spp.Laguna Roya","Corynoneura spp",286.4328611,20,"downcore"
"227","Laguna Roya",12.13503804,693.5,"Micropsectra insignilobus.Laguna Roya","Micropsectra insignilobus",232.648579,35,"downcore"
"228","Laguna Roya",12.13503804,693.5,"Tanytarsus lugens.Laguna Roya","Tanytarsus lugens",297.2955989,17,"downcore"
"229","Laguna Roya",12.13503804,693.5,"Chaoborus mandible.Laguna Roya","Chaoborus mandible",197.4261701,31,"downcore"
"230","Laguna Roya",12.13503804,693.5,"Tanypodinae.Laguna Roya","Tanypodinae",NA,25,"downcore"
"231","Laguna Roya",12.13503804,693.5,"Pentaneurini spp.Laguna Roya","Pentaneurini spp",190.6714459,12,"downcore"
"232","Laguna Roya",12.22175246,673.5,"Chaoborus mandible.Laguna Roya","Chaoborus mandible",166.9968589,31,"downcore"
"233","Laguna Roya",12.22175246,673.5,"Tanypodinae.Laguna Roya","Tanypodinae",445.0279978,25,"downcore"
"234","Laguna Roya",12.22175246,673.5,"Micropsectra insignilobus.Laguna Roya","Micropsectra insignilobus",229.0948584,35,"downcore"
"235","Laguna Roya",12.22175246,673.5,"Dicrotendipes spp.Laguna Roya","Dicrotendipes spp",576.9717762,1,"downcore"
"236","Laguna Roya",12.32648825,695.5,"Tanytarsus lugens.Laguna Roya","Tanytarsus lugens",280.9477763,17,"downcore"
"237","Laguna Roya",12.32648825,695.5,"Micropsectra insignilobus.Laguna Roya","Micropsectra insignilobus",295.215265,35,"downcore"
"238","Laguna Roya",12.32648825,695.5,"Tanypodinae.Laguna Roya","Tanypodinae",235.6255127,25,"downcore"
"239","Laguna Roya",12.32648825,695.5,"Chaoborus mandible.Laguna Roya","Chaoborus mandible",203.2957611,31,"downcore"
"240","Laguna Roya",12.32648825,695.5,"Chironomus spp.Laguna Roya","Chironomus spp",959.3508003,9,"downcore"
"241","Laguna Roya",12.32648825,695.5,"Corynoneura spp.Laguna Roya","Corynoneura spp",207.6516969,20,"downcore"
"242","Laguna Roya",12.35709458,735.5,"Pentaneurini spp.Laguna Roya","Pentaneurini spp",705.7610952,12,"downcore"
"243","Laguna Roya",12.35709458,735.5,"Micropsectra insignilobus.Laguna Roya","Micropsectra insignilobus",212.8418767,35,"downcore"
"244","Laguna Roya",12.35709458,735.5,"Tanytarsus lugens.Laguna Roya","Tanytarsus lugens",246.2228887,17,"downcore"
"245","Laguna Roya",12.35709458,735.5,"Corynoneura spp.Laguna Roya","Corynoneura spp",210.2038089,20,"downcore"
"246","Laguna Roya",12.35709458,735.5,"Chironomus spp.Laguna Roya","Chironomus spp",379.4382232,9,"downcore"
"247","Laguna Roya",12.35709458,735.5,"Tanypodinae.Laguna Roya","Tanypodinae",283.1568624,25,"downcore"
"248","Laguna Roya",12.35709458,735.5,"Chaoborus mandible.Laguna Roya","Chaoborus mandible",247.6988105,31,"downcore"
"249","Laguna Roya",12.36827151,733.5,"Pentaneurini spp.Laguna Roya","Pentaneurini spp",453.0061186,12,"downcore"
"250","Laguna Roya",12.36827151,733.5,"Stictochironomus rosenschoeldi.Laguna Roya","Stictochironomus rosenschoeldi",517.3698192,1,"downcore"
"251","Laguna Roya",12.36827151,733.5,"Tanypodinae.Laguna Roya","Tanypodinae",262.7510988,25,"downcore"
"252","Laguna Roya",12.36827151,733.5,"Micropsectra insignilobus.Laguna Roya","Micropsectra insignilobus",230.590037,35,"downcore"
"253","Laguna Roya",12.36827151,733.5,"Microtendipes pedellus.Laguna Roya","Microtendipes pedellus",101.253773,13,"downcore"
"254","Laguna Roya",12.36827151,733.5,"Psectrocladius spp.Laguna Roya","Psectrocladius spp",372.2467741,8,"downcore"
"255","Laguna Roya",12.36827151,733.5,"Corynoneura spp.Laguna Roya","Corynoneura spp",312.7657823,20,"downcore"
"256","Laguna Roya",12.36827151,733.5,"Chaoborus mandible.Laguna Roya","Chaoborus mandible",251.3068401,31,"downcore"
"257","Laguna Roya",12.42745842,725.5,"Micropsectra insignilobus.Laguna Roya","Micropsectra insignilobus",198.2156751,35,"downcore"
"258","Laguna Roya",12.42745842,725.5,"Tanypodinae.Laguna Roya","Tanypodinae",NA,25,"downcore"
"259","Laguna Roya",12.42745842,725.5,"Corynoneura spp.Laguna Roya","Corynoneura spp",223.0468472,20,"downcore"
"260","Laguna Roya",12.42745842,725.5,"Chironomus spp.Laguna Roya","Chironomus spp",248.2101906,9,"downcore"
"261","Laguna Roya",12.42745842,725.5,"Tanytarsus lugens.Laguna Roya","Tanytarsus lugens",312.152649,17,"downcore"
"262","Laguna Roya",12.42745842,725.5,"Pentaneurini spp.Laguna Roya","Pentaneurini spp",135.0642859,12,"downcore"
"263","Laguna Roya",12.42745842,725.5,"Chaoborus mandible.Laguna Roya","Chaoborus mandible",160.452868,31,"downcore"
"264","Laguna Roya",12.47052692,690.5,"Micropsectra radialis.Laguna Roya","Micropsectra radialis",100.286609,11,"downcore"
"265","Laguna Roya",12.47052692,690.5,"Chaoborus mandible.Laguna Roya","Chaoborus mandible",184.9190124,31,"downcore"
"266","Laguna Roya",12.47052692,690.5,"Paratanytarsus austriacus.Laguna Roya","Paratanytarsus austriacus",379.8813899,7,"downcore"
"267","Laguna Roya",12.47052692,690.5,"Corynoneura spp.Laguna Roya","Corynoneura spp",159.0193816,20,"downcore"
"268","Laguna Roya",12.47052692,690.5,"Micropsectra insignilobus.Laguna Roya","Micropsectra insignilobus",253.9595162,35,"downcore"
"269","Laguna Roya",12.4815358,730.5,"Micropsectra radialis.Laguna Roya","Micropsectra radialis",264.85591,11,"downcore"
"270","Laguna Roya",12.4815358,730.5,"Psectrocladius spp.Laguna Roya","Psectrocladius spp",965.0729694,8,"downcore"
"271","Laguna Roya",12.4815358,730.5,"Chaoborus mandible.Laguna Roya","Chaoborus mandible",252.6100992,31,"downcore"
"272","Laguna Roya",12.4815358,730.5,"Micropsectra insignilobus.Laguna Roya","Micropsectra insignilobus",277.0166422,35,"downcore"
"273","Laguna Roya",12.4815358,730.5,"Corynoneura spp.Laguna Roya","Corynoneura spp",490.7327028,20,"downcore"
"274","Laguna Roya",12.79592185,683.5,"Corynoneura spp.Laguna Roya","Corynoneura spp",211.485586,20,"downcore"
"275","Laguna Roya",12.79592185,683.5,"Micropsectra insignilobus.Laguna Roya","Micropsectra insignilobus",155.7582239,35,"downcore"
"276","Laguna Roya",12.79592185,683.5,"Tanypodinae.Laguna Roya","Tanypodinae",287.7705855,25,"downcore"
"277","Laguna Roya",12.79592185,683.5,"Chaoborus mandible.Laguna Roya","Chaoborus mandible",180.2516491,31,"downcore"
"278","Laguna Roya",12.89317036,678.5,"Tanytarsus spp.Laguna Roya","Tanytarsus spp",237.6004729,1,"downcore"
"279","Laguna Roya",12.89317036,678.5,"Chaoborus mandible.Laguna Roya","Chaoborus mandible",193.2710049,31,"downcore"
"280","Laguna Roya",12.89317036,678.5,"Tanytarsus lugens.Laguna Roya","Tanytarsus lugens",266.4937944,17,"downcore"
"281","Laguna Roya",12.89317036,678.5,"Micropsectra insignilobus.Laguna Roya","Micropsectra insignilobus",263.4933644,35,"downcore"
"282","Laguna Roya",12.89317036,678.5,"Pentaneurini spp.Laguna Roya","Pentaneurini spp",308.7888746,12,"downcore"
"283","Laguna Roya",12.89317036,678.5,"Tanypodinae.Laguna Roya","Tanypodinae",168.4279913,25,"downcore"
"284","Laguna Roya",12.89317036,678.5,"Corynoneura spp.Laguna Roya","Corynoneura spp",203.4277502,20,"downcore"
"285","Laguna Roya",12.95251579,745.5,"Micropsectra insignilobus.Laguna Roya","Micropsectra insignilobus",210.5582565,35,"downcore"
"286","Laguna Roya",12.95251579,745.5,"Tanytarsus lugens.Laguna Roya","Tanytarsus lugens",84.32489954,17,"downcore"
"287","Laguna Roya",12.95251579,745.5,"Corynoneura spp.Laguna Roya","Corynoneura spp",267.572163,20,"downcore"
"288","Laguna Roya",12.95251579,745.5,"Microtendipes pedellus.Laguna Roya","Microtendipes pedellus",399.6724818,13,"downcore"
"289","Laguna Roya",12.95251579,745.5,"Chironomus spp.Laguna Roya","Chironomus spp",491.7383056,9,"downcore"
"290","Laguna Roya",12.95251579,745.5,"Chaoborus mandible.Laguna Roya","Chaoborus mandible",203.2724672,31,"downcore"
"291","Laguna Roya",13.01989934,668.5,"Corynoneura spp.Laguna Roya","Corynoneura spp",223.7981086,20,"downcore"
"292","Laguna Roya",13.01989934,668.5,"Microtendipes pedellus.Laguna Roya","Microtendipes pedellus",269.749356,13,"downcore"
"293","Laguna Roya",13.01989934,668.5,"Pentaneurini spp.Laguna Roya","Pentaneurini spp",240.4373601,12,"downcore"
"294","Laguna Roya",13.01989934,668.5,"Tanytarsus lugens.Laguna Roya","Tanytarsus lugens",204.401937,17,"downcore"
"295","Laguna Roya",13.01989934,668.5,"Tanypodinae.Laguna Roya","Tanypodinae",284.3978542,25,"downcore"
"296","Laguna Roya",13.01989934,668.5,"Chaoborus mandible.Laguna Roya","Chaoborus mandible",NA,31,"downcore"
"297","Laguna Roya",13.01989934,668.5,"Micropsectra insignilobus.Laguna Roya","Micropsectra insignilobus",239.0857509,35,"downcore"
"298","Laguna Roya",13.10123782,658.5,"Tanytarsus lugens.Laguna Roya","Tanytarsus lugens",354.5100929,17,"downcore"
"299","Laguna Roya",13.10123782,658.5,"Micropsectra insignilobus.Laguna Roya","Micropsectra insignilobus",199.887825,35,"downcore"
"300","Laguna Roya",13.10123782,658.5,"Tanypodinae.Laguna Roya","Tanypodinae",186.1640049,25,"downcore"
"301","Laguna Roya",13.10123782,658.5,"Chaoborus mandible.Laguna Roya","Chaoborus mandible",201.9004087,31,"downcore"
"302","Laguna Roya",13.10123782,658.5,"Corynoneura spp.Laguna Roya","Corynoneura spp",246.9733371,20,"downcore"
"303","Laguna Roya",13.22798732,663.5,"Micropsectra insignilobus.Laguna Roya","Micropsectra insignilobus",189.5472331,35,"downcore"
"304","Laguna Roya",13.22798732,663.5,"Chaoborus mandible.Laguna Roya","Chaoborus mandible",117.8583178,31,"downcore"
"305","Laguna Roya",13.22798732,663.5,"Corynoneura spp.Laguna Roya","Corynoneura spp",208.2388791,20,"downcore"
"306","Laguna Roya",13.22798732,663.5,"Tanypodinae.Laguna Roya","Tanypodinae",78.61338391,25,"downcore"
"307","Laguna Roya",13.40463749,653.5,"Micropsectra insignilobus.Laguna Roya","Micropsectra insignilobus",197.1693562,35,"downcore"
"308","Laguna Roya",13.40463749,653.5,"Chaoborus mandible.Laguna Roya","Chaoborus mandible",189.7038316,31,"downcore"
"309","Laguna Roya",6.954858763,778.5,"Limnophyes type.Laguna Roya","Limnophyes type",386.5448645,5,"downcore"
"310","Laguna Roya",6.954858763,778.5,"Tanytarsus lugens.Laguna Roya","Tanytarsus lugens",292.154285,17,"downcore"
"311","Laguna Roya",6.954858763,778.5,"Corynoneura spp.Laguna Roya","Corynoneura spp",379.1900755,20,"downcore"
"312","Laguna Roya",6.954858763,778.5,"Micropsectra insignilobus.Laguna Roya","Micropsectra insignilobus",257.96062,35,"downcore"
"313","Laguna Roya",6.954858763,778.5,"Microtendipes pedellus.Laguna Roya","Microtendipes pedellus",408.0922915,13,"downcore"
"314","Laguna Roya",6.954858763,778.5,"Micropsectra radialis.Laguna Roya","Micropsectra radialis",263.5457535,11,"downcore"
"315","Laguna Roya",8.429616092,773.5,"Micropsectra insignilobus.Laguna Roya","Micropsectra insignilobus",254.4398922,35,"downcore"
"316","Laguna Roya",8.429616092,773.5,"Micropsectra radialis.Laguna Roya","Micropsectra radialis",432.8957939,11,"downcore"
"317","Laguna Roya",8.429616092,773.5,"Chironomus spp.Laguna Roya","Chironomus spp",487.3429028,9,"downcore"
"318","Laguna Roya",8.594260525,775.5,"Micropsectra radialis.Laguna Roya","Micropsectra radialis",364.6833829,11,"downcore"
"319","Laguna Roya",8.594260525,775.5,"Paratanytarsus austriacus.Laguna Roya","Paratanytarsus austriacus",288.4890154,7,"downcore"
"320","Laguna Roya",8.594260525,775.5,"Microtendipes pedellus.Laguna Roya","Microtendipes pedellus",339.2312424,13,"downcore"
"321","Laguna Roya",8.594260525,775.5,"Psectrocladius spp.Laguna Roya","Psectrocladius spp",411.297482,8,"downcore"
"322","Laguna Roya",8.594260525,775.5,"Micropsectra insignilobus.Laguna Roya","Micropsectra insignilobus",228.3592928,35,"downcore"
"323","Laguna Roya",8.594260525,775.5,"Tanypodinae.Laguna Roya","Tanypodinae",368.8229461,25,"downcore"
"324","Laguna Roya",8.594260525,775.5,"Chironomus spp.Laguna Roya","Chironomus spp",644.923973,9,"downcore"
"325","Laguna Roya",8.68136099,763.5,"Tanytarsus lugens.Laguna Roya","Tanytarsus lugens",267.8400823,17,"downcore"
"326","Laguna Roya",8.68136099,763.5,"Tanypodinae.Laguna Roya","Tanypodinae",237.4824238,25,"downcore"
"327","Laguna Roya",8.68136099,763.5,"Micropsectra radialis.Laguna Roya","Micropsectra radialis",229.9778179,11,"downcore"
"328","Laguna Roya",8.68136099,763.5,"Micropsectra insignilobus.Laguna Roya","Micropsectra insignilobus",318.2352604,35,"downcore"
"329","Laguna Roya",8.68136099,763.5,"Paratanytarsus austriacus.Laguna Roya","Paratanytarsus austriacus",386.0933504,7,"downcore"
"330","Laguna Roya",8.68136099,763.5,"Limnophyes type.Laguna Roya","Limnophyes type",142.7552837,5,"downcore"
"331","Laguna Roya",8.68136099,763.5,"Pentaneurini spp.Laguna Roya","Pentaneurini spp",306.9849675,12,"downcore"
"332","Laguna Roya",8.68136099,763.5,"Microtendipes pedellus.Laguna Roya","Microtendipes pedellus",382.9943976,13,"downcore"
"333","Laguna Roya",8.68136099,763.5,"Chaoborus mandible.Laguna Roya","Chaoborus mandible",95.87974125,31,"downcore"
"334","Laguna Roya",9.981421008,708.5,"Paratanytarsus austriacus.Laguna Roya","Paratanytarsus austriacus",436.5038325,7,"downcore"
"335","Laguna Roya",9.981421008,708.5,"Heterotrissocladius marcidus.Laguna Roya","Heterotrissocladius marcidus",347.4297735,2,"downcore"
"336","Laguna Roya",9.981421008,708.5,"Micropsectra insignilobus.Laguna Roya","Micropsectra insignilobus",287.8125246,35,"downcore"
"337","Laguna Roya",9.981421008,708.5,"Tanypodinae.Laguna Roya","Tanypodinae",218.1004762,25,"downcore"
"338","Laguna Roya",9.981421008,708.5,"Chaoborus mandible.Laguna Roya","Chaoborus mandible",129.0109717,31,"downcore"
"339","Laguna Roya",9.981421008,708.5,"Chironomus spp.Laguna Roya","Chironomus spp",673.5739196,9,"downcore"
"340","lake Ana",11.393,8.5,"Micropsectra radialis.lake Ana","Micropsectra radialis",307.3479126,11,"downcore"
"341","lake Ana",11.393,8.5,"Chironomus spp.lake Ana","Chironomus spp",272.500641,6,"downcore"
"342","lake Ana",11.393,8.5,"Micropsectra insignilobus.lake Ana","Micropsectra insignilobus",76.43758575,11,"downcore"
"343","lake Ana",11.393,8.5,"Corynoneura spp.lake Ana","Corynoneura spp",143.8479433,11,"downcore"
"344","lake Ana",11.393,8.5,"Heterotrissocladius marcidus.lake Ana","Heterotrissocladius marcidus",203.8273163,11,"downcore"
"345","lake Ana",11.393,8.5,"Tanypodinae.lake Ana","Tanypodinae",450.0803755,11,"downcore"
"346","lake Ana",11.393,8.5,"Tanytarsus lugens.lake Ana","Tanytarsus lugens",377.445969,6,"downcore"
"347","lake Ana",11.393,8.5,"Microtendipes pedellus.lake Ana","Microtendipes pedellus",179.003479,8,"downcore"
"348","lake Ana",11.393,8.5,"Psectrocladius spp.lake Ana","Psectrocladius spp",223.114517,10,"downcore"
"349","lake Ana",11.393,8.5,"Pentaneurini spp.lake Ana","Pentaneurini spp",596.477783,8,"downcore"
"350","lake Ana",11.5101,2.5,"Tanypodinae.lake Ana","Tanypodinae",34.450748,11,"downcore"
"351","lake Ana",11.5101,2.5,"Orthocladiinae Diamesinae.lake Ana","Orthocladiinae Diamesinae",184.6097335,6,"downcore"
"352","lake Ana",11.5101,2.5,"Heterotrissocladius marcidus.lake Ana","Heterotrissocladius marcidus",95.70646567,11,"downcore"
"353","lake Ana",11.5101,2.5,"Micropsectra radialis.lake Ana","Micropsectra radialis",267.0062028,11,"downcore"
"354","lake Ana",11.5101,2.5,"Micropsectra insignilobus.lake Ana","Micropsectra insignilobus",143.7873103,11,"downcore"
"355","lake Ana",11.5101,2.5,"Psectrocladius spp.lake Ana","Psectrocladius spp",325.747223,10,"downcore"
"356","lake Ana",11.5101,2.5,"Corynoneura spp.lake Ana","Corynoneura spp",101.516647,11,"downcore"
"357","lake Ana",11.5101,2.5,"Limnophyes type.lake Ana","Limnophyes type",56.382736,2,"downcore"
"358","lake Ana",11.7908,6.5,"Pentaneurini spp.lake Ana","Pentaneurini spp",121.692146,8,"downcore"
"359","lake Ana",11.7908,6.5,"Microtendipes pedellus.lake Ana","Microtendipes pedellus",109.694111,8,"downcore"
"360","lake Ana",11.7908,6.5,"Tanypodinae.lake Ana","Tanypodinae",189.124168,11,"downcore"
"361","lake Ana",11.7908,6.5,"Micropsectra insignilobus.lake Ana","Micropsectra insignilobus",108.4560917,11,"downcore"
"362","lake Ana",11.7908,6.5,"Micropsectra radialis.lake Ana","Micropsectra radialis",268.2158297,11,"downcore"
"363","lake Ana",11.7908,6.5,"Psectrocladius spp.lake Ana","Psectrocladius spp",200.13707,10,"downcore"
"364","lake Ana",11.7908,6.5,"Heterotrissocladius marcidus.lake Ana","Heterotrissocladius marcidus",126.9044037,11,"downcore"
"365","lake Ana",11.7908,6.5,"Chaoborus mandible.lake Ana","Chaoborus mandible",51.749748,4,"downcore"
"366","lake Ana",11.7908,6.5,"Corynoneura spp.lake Ana","Corynoneura spp",115.2072497,11,"downcore"
"367","lake Ana",11.7908,6.5,"Tanytarsus lugens.lake Ana","Tanytarsus lugens",294.23291,6,"downcore"
"368","lake Ana",11.8186,12.5,"Tanypodinae.lake Ana","Tanypodinae",174.3244423,11,"downcore"
"369","lake Ana",11.8186,12.5,"Tanytarsus spp.lake Ana","Tanytarsus spp",182.573212,2,"downcore"
"370","lake Ana",11.8186,12.5,"Psectrocladius spp.lake Ana","Psectrocladius spp",148.457214,10,"downcore"
"371","lake Ana",11.8186,12.5,"Pentaneurini spp.lake Ana","Pentaneurini spp",234.833125,8,"downcore"
"372","lake Ana",11.8186,12.5,"Corynoneura spp.lake Ana","Corynoneura spp",105.2004268,11,"downcore"
"373","lake Ana",11.8186,12.5,"Micropsectra radialis.lake Ana","Micropsectra radialis",278.1986553,11,"downcore"
"374","lake Ana",11.8186,12.5,"Microtendipes pedellus.lake Ana","Microtendipes pedellus",109.694702,8,"downcore"
"375","lake Ana",11.8186,12.5,"Chaoborus mandible.lake Ana","Chaoborus mandible",136.493591,4,"downcore"
"376","lake Ana",11.8186,12.5,"Micropsectra insignilobus.lake Ana","Micropsectra insignilobus",162.06538,11,"downcore"
"377","lake Ana",11.8186,12.5,"Heterotrissocladius marcidus.lake Ana","Heterotrissocladius marcidus",241.6711348,11,"downcore"
"378","lake Ana",11.8983,16.5,"Psectrocladius spp.lake Ana","Psectrocladius spp",170.2582287,10,"downcore"
"379","lake Ana",11.8983,16.5,"Tanypodinae.lake Ana","Tanypodinae",164.785942,11,"downcore"
"380","lake Ana",11.8983,16.5,"Orthocladiinae Diamesinae.lake Ana","Orthocladiinae Diamesinae",279.9835938,6,"downcore"
"381","lake Ana",11.8983,16.5,"Pentaneurini spp.lake Ana","Pentaneurini spp",165.409424,8,"downcore"
"382","lake Ana",11.8983,16.5,"Chaoborus mandible.lake Ana","Chaoborus mandible",33.943642,4,"downcore"
"383","lake Ana",11.8983,16.5,"Chironomus spp.lake Ana","Chironomus spp",125.068268,6,"downcore"
"384","lake Ana",11.8983,16.5,"Tanytarsus lugens.lake Ana","Tanytarsus lugens",111.228004,6,"downcore"
"385","lake Ana",11.8983,16.5,"Heterotrissocladius marcidus.lake Ana","Heterotrissocladius marcidus",124.1089147,11,"downcore"
"386","lake Ana",11.8983,16.5,"Micropsectra insignilobus.lake Ana","Micropsectra insignilobus",342.611603,11,"downcore"
"387","lake Ana",11.8983,16.5,"Micropsectra radialis.lake Ana","Micropsectra radialis",276.369219,11,"downcore"
"388","lake Ana",11.8983,16.5,"Microtendipes pedellus.lake Ana","Microtendipes pedellus",313.2005,8,"downcore"
"389","lake Ana",11.8983,16.5,"Corynoneura spp.lake Ana","Corynoneura spp",145.6673429,11,"downcore"
"390","lake Ana",11.958,4.5,"Chironomus spp.lake Ana","Chironomus spp",166.454803,6,"downcore"
"391","lake Ana",11.958,4.5,"Microtendipes pedellus.lake Ana","Microtendipes pedellus",117.261864,8,"downcore"
"392","lake Ana",11.958,4.5,"Orthocladiinae Diamesinae.lake Ana","Orthocladiinae Diamesinae",186.931549,6,"downcore"
"393","lake Ana",11.958,4.5,"Tanypodinae.lake Ana","Tanypodinae",777.0655805,11,"downcore"
"394","lake Ana",11.958,4.5,"Heterotrissocladius marcidus.lake Ana","Heterotrissocladius marcidus",129.4801687,11,"downcore"
"395","lake Ana",11.958,4.5,"Micropsectra radialis.lake Ana","Micropsectra radialis",287.9882756,11,"downcore"
"396","lake Ana",11.958,4.5,"Corynoneura spp.lake Ana","Corynoneura spp",133.2939936,11,"downcore"
"397","lake Ana",11.958,4.5,"Micropsectra insignilobus.lake Ana","Micropsectra insignilobus",80.0403635,11,"downcore"
"398","lake Ana",12.0438,14.5,"Micropsectra radialis.lake Ana","Micropsectra radialis",279.6502635,11,"downcore"
"399","lake Ana",12.0438,14.5,"Microtendipes pedellus.lake Ana","Microtendipes pedellus",107.288914,8,"downcore"
"400","lake Ana",12.0438,14.5,"Psectrocladius spp.lake Ana","Psectrocladius spp",264.182404,10,"downcore"
"401","lake Ana",12.0438,14.5,"Pseudochironomus spp.lake Ana","Pseudochironomus spp",71.426437,1,"downcore"
"402","lake Ana",12.0438,14.5,"Tanypodinae.lake Ana","Tanypodinae",225.553909,11,"downcore"
"403","lake Ana",12.0438,14.5,"Corynoneura spp.lake Ana","Corynoneura spp",114.0977475,11,"downcore"
"404","lake Ana",12.0438,14.5,"Heterotrissocladius marcidus.lake Ana","Heterotrissocladius marcidus",173.5170518,11,"downcore"
"405","lake Ana",12.0438,14.5,"Micropsectra insignilobus.lake Ana","Micropsectra insignilobus",162.030319,11,"downcore"
"406","lake Ana",12.0438,14.5,"Pentaneurini spp.lake Ana","Pentaneurini spp",211.1421585,8,"downcore"
"407","lake Ana",12.0438,14.5,"Tanytarsus lugens.lake Ana","Tanytarsus lugens",120.838814,6,"downcore"
"408","lake Ana",12.1772,10.5,"Corynoneura spp.lake Ana","Corynoneura spp",121.649972,11,"downcore"
"409","lake Ana",12.1772,10.5,"Tanypodinae.lake Ana","Tanypodinae",287.431854,11,"downcore"
"410","lake Ana",12.1772,10.5,"Chironomus spp.lake Ana","Chironomus spp",162.7168275,6,"downcore"
"411","lake Ana",12.1772,10.5,"Orthocladiinae Diamesinae.lake Ana","Orthocladiinae Diamesinae",238.136368,6,"downcore"
"412","lake Ana",12.1772,10.5,"Psectrocladius spp.lake Ana","Psectrocladius spp",168.6765137,10,"downcore"
"413","lake Ana",12.1772,10.5,"Chaoborus mandible.lake Ana","Chaoborus mandible",40.617798,4,"downcore"
"414","lake Ana",12.1772,10.5,"Micropsectra insignilobus.lake Ana","Micropsectra insignilobus",116.7972643,11,"downcore"
"415","lake Ana",12.1772,10.5,"Micropsectra radialis.lake Ana","Micropsectra radialis",217.0591787,11,"downcore"
"416","lake Ana",12.1772,10.5,"Heterotrissocladius marcidus.lake Ana","Heterotrissocladius marcidus",153.244327,11,"downcore"
"417","lake Ana",12.1772,10.5,"Microtendipes pedellus.lake Ana","Microtendipes pedellus",148.547016,8,"downcore"
"418","lake Ana",12.2234,0.5,"Limnophyes type.lake Ana","Limnophyes type",64.173576,2,"downcore"
"419","lake Ana",12.2234,0.5,"Heterotrissocladius marcidus.lake Ana","Heterotrissocladius marcidus",176.5859438,11,"downcore"
"420","lake Ana",12.2234,0.5,"Corynoneura spp.lake Ana","Corynoneura spp",134.9516206,11,"downcore"
"421","lake Ana",12.2234,0.5,"Psectrocladius spp.lake Ana","Psectrocladius spp",200.5434467,10,"downcore"
"422","lake Ana",12.2234,0.5,"Tanytarsus lugens.lake Ana","Tanytarsus lugens",249.443878,6,"downcore"
"423","lake Ana",12.2234,0.5,"Chironomus spp.lake Ana","Chironomus spp",189.7315215,6,"downcore"
"424","lake Ana",12.2234,0.5,"Pentaneurini spp.lake Ana","Pentaneurini spp",106.1426275,8,"downcore"
"425","lake Ana",12.2234,0.5,"Micropsectra insignilobus.lake Ana","Micropsectra insignilobus",123.5566628,11,"downcore"
