Absolute.depth,taxa
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Tanytarsus lugens
688.5,Tanytarsus lugens
688.5,Tanytarsus lugens
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Mentum
688.5,Mentum
688.5,Mentum
688.5,Fragmented hc
688.5,Fragmented hc
688.5,Fragmented hc
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Tanytarsus lugens
688.5,Tanytarsus lugens
688.5,Tanytarsus lugens
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra radialis
688.5,Micropsectra radialis
688.5,Micropsectra radialis
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Tanytarsus lugens
688.5,Tanytarsus lugens
688.5,Tanytarsus lugens
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Chaoborus th
688.5,Chaoborus th
688.5,Chaoborus th
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Chironomus spp
695.5,Chironomus spp
695.5,Chironomus spp
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Blurry specimens
695.5,Blurry specimens
695.5,Blurry specimens
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,unsure
695.5,unsure
695.5,unsure
695.5,Fragmented hc
695.5,Fragmented hc
695.5,Fragmented hc
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Tanytarsus lugens
695.5,Tanytarsus lugens
695.5,Tanytarsus lugens
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Chaoborus mandible
695.5,Chaoborus mandible
695.5,Chaoborus mandible
695.5,Fragmented hc
695.5,Fragmented hc
695.5,Fragmented hc
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Particles
695.5,Particles
695.5,Particles
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Chaoborus th
695.5,Chaoborus th
695.5,Chaoborus th
695.5,Corynoneura spp
695.5,Corynoneura spp
695.5,Corynoneura spp
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Fragmented hc
695.5,Fragmented hc
695.5,Fragmented hc
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Fragmented hc
695.5,Fragmented hc
695.5,Fragmented hc
695.5,Fragmented hc
695.5,Fragmented hc
695.5,Fragmented hc
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Corynoneura spp
695.5,Corynoneura spp
695.5,Corynoneura spp
695.5,Chaoborus mandible
695.5,Chaoborus mandible
695.5,Chaoborus mandible
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Tanytarsus lugens
695.5,Tanytarsus lugens
695.5,Tanytarsus lugens
695.5,Blurry specimens
695.5,Blurry specimens
695.5,Blurry specimens
695.5,Chaoborus mandible
695.5,Chaoborus mandible
695.5,Chaoborus mandible
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Chaoborus mandible
695.5,Chaoborus mandible
695.5,Chaoborus mandible
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Blurry specimens
695.5,Blurry specimens
695.5,Blurry specimens
695.5,Chaoborus mandible
695.5,Chaoborus mandible
695.5,Chaoborus mandible
695.5,Background
695.5,Background
695.5,Background
695.5,Chaoborus mandible
695.5,Chaoborus mandible
695.5,Chaoborus mandible
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Mentum
695.5,Mentum
695.5,Mentum
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Tanypodinae
695.5,Tanypodinae
695.5,Tanypodinae
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
695.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Background
698.5,Background
698.5,Background
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Fragmented hc
698.5,Fragmented hc
698.5,Fragmented hc
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Psectrocladius spp
698.5,Psectrocladius spp
698.5,Psectrocladius spp
698.5,Tanytarsus lugens
698.5,Tanytarsus lugens
698.5,Tanytarsus lugens
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Chaoborus mandible
698.5,Chaoborus mandible
698.5,Chaoborus mandible
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Fragmented hc
698.5,Fragmented hc
698.5,Fragmented hc
698.5,Chaoborus mandible
698.5,Chaoborus mandible
698.5,Chaoborus mandible
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Fragmented hc
698.5,Fragmented hc
698.5,Fragmented hc
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Corynoneura spp
698.5,Corynoneura spp
698.5,Corynoneura spp
698.5,Fragmented hc
698.5,Fragmented hc
698.5,Fragmented hc
698.5,Fragmented hc
698.5,Fragmented hc
698.5,Fragmented hc
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Fragmented hc
698.5,Fragmented hc
698.5,Fragmented hc
698.5,Fragmented hc
698.5,Fragmented hc
698.5,Fragmented hc
698.5,Multiple
698.5,Multiple
698.5,Multiple
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Blurry specimens
698.5,Blurry specimens
698.5,Blurry specimens
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Fragmented hc
698.5,Fragmented hc
698.5,Fragmented hc
698.5,Mentum
698.5,Mentum
698.5,Mentum
698.5,Psectrocladius spp
698.5,Psectrocladius spp
698.5,Psectrocladius spp
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Corynoneura spp
698.5,Corynoneura spp
698.5,Corynoneura spp
698.5,Tanypodinae
698.5,Tanypodinae
698.5,Tanypodinae
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Acari spp
698.5,Acari spp
698.5,Acari spp
698.5,Fragmented hc
698.5,Fragmented hc
698.5,Fragmented hc
698.5,Blurry specimens
698.5,Blurry specimens
698.5,Blurry specimens
698.5,Fragmented hc
698.5,Fragmented hc
698.5,Fragmented hc
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Pentaneurini spp
698.5,Pentaneurini spp
698.5,Pentaneurini spp
698.5,Chaoborus mandible
698.5,Chaoborus mandible
698.5,Chaoborus mandible
698.5,Chaoborus mandible
698.5,Chaoborus mandible
698.5,Chaoborus mandible
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Blurry specimens
698.5,Blurry specimens
698.5,Blurry specimens
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Pentaneurini spp
698.5,Pentaneurini spp
698.5,Pentaneurini spp
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Fragmented hc
698.5,Fragmented hc
698.5,Fragmented hc
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Pentaneurini spp
698.5,Pentaneurini spp
698.5,Pentaneurini spp
698.5,Tanypodinae
698.5,Tanypodinae
698.5,Tanypodinae
698.5,Blurry specimens
698.5,Blurry specimens
698.5,Blurry specimens
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Tanypodinae
698.5,Tanypodinae
698.5,Tanypodinae
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Tanytarsus lugens
698.5,Tanytarsus lugens
698.5,Tanytarsus lugens
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Limnophyes type
698.5,Limnophyes type
698.5,Limnophyes type
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Tanypodinae
698.5,Tanypodinae
698.5,Tanypodinae
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Limnophyes type
698.5,Limnophyes type
698.5,Limnophyes type
698.5,Tanypodinae
698.5,Tanypodinae
698.5,Tanypodinae
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Mentum
698.5,Mentum
698.5,Mentum
698.5,Chaoborus mandible
698.5,Chaoborus mandible
698.5,Chaoborus mandible
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Tanypodinae
698.5,Tanypodinae
698.5,Tanypodinae
698.5,Chironomus spp
698.5,Chironomus spp
698.5,Chironomus spp
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Tanypodinae
698.5,Tanypodinae
698.5,Tanypodinae
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Tanytarsus lugens
698.5,Tanytarsus lugens
698.5,Tanytarsus lugens
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Chaoborus mandible
698.5,Chaoborus mandible
698.5,Chaoborus mandible
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Micropsectra insignilobus
698.5,Tanypodinae
698.5,Tanypodinae
698.5,Tanypodinae
703.5,Corynoneura spp
703.5,Corynoneura spp
703.5,Corynoneura spp
703.5,Corynoneura spp
703.5,Corynoneura spp
703.5,Corynoneura spp
703.5,Chaoborus mandible
703.5,Chaoborus mandible
703.5,Chaoborus mandible
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Chaoborus mandible
703.5,Chaoborus mandible
703.5,Chaoborus mandible
703.5,Pentaneurini spp
703.5,Pentaneurini spp
703.5,Pentaneurini spp
703.5,Multiple
703.5,Multiple
703.5,Multiple
703.5,Particles
703.5,Particles
703.5,Particles
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Acari spp
703.5,Acari spp
703.5,Acari spp
703.5,unsure
703.5,unsure
703.5,unsure
703.5,Blurry specimens
703.5,Blurry specimens
703.5,Blurry specimens
703.5,unsure
703.5,unsure
703.5,unsure
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Orthocladiinae Diamesinae
703.5,Orthocladiinae Diamesinae
703.5,Orthocladiinae Diamesinae
703.5,Fragmented hc
703.5,Fragmented hc
703.5,Fragmented hc
703.5,Corynoneura spp
703.5,Corynoneura spp
703.5,Corynoneura spp
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Multiple
703.5,Multiple
703.5,Multiple
703.5,unsure
703.5,unsure
703.5,unsure
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Chaoborus mandible
703.5,Chaoborus mandible
703.5,Chaoborus mandible
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Corynoneura spp
703.5,Corynoneura spp
703.5,Corynoneura spp
703.5,Fragmented hc
703.5,Fragmented hc
703.5,Fragmented hc
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Heterotrissocladius marcidus
703.5,Heterotrissocladius marcidus
703.5,Heterotrissocladius marcidus
703.5,Tanypodinae
703.5,Tanypodinae
703.5,Tanypodinae
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Fragmented hc
703.5,Fragmented hc
703.5,Fragmented hc
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Limnophyes type
703.5,Limnophyes type
703.5,Limnophyes type
703.5,Fragmented hc
703.5,Fragmented hc
703.5,Fragmented hc
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Pentaneurini spp
703.5,Pentaneurini spp
703.5,Pentaneurini spp
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Tanypodinae
703.5,Tanypodinae
703.5,Tanypodinae
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Chaoborus mandible
703.5,Chaoborus mandible
703.5,Chaoborus mandible
703.5,Tanypodinae
703.5,Tanypodinae
703.5,Tanypodinae
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Fragmented hc
703.5,Fragmented hc
703.5,Fragmented hc
703.5,Tanypodinae
703.5,Tanypodinae
703.5,Tanypodinae
703.5,Tanypodinae
703.5,Tanypodinae
703.5,Tanypodinae
703.5,Fragmented hc
703.5,Fragmented hc
703.5,Fragmented hc
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Tanypodinae
703.5,Tanypodinae
703.5,Tanypodinae
703.5,Fragmented hc
703.5,Fragmented hc
703.5,Fragmented hc
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Acari spp
703.5,Acari spp
703.5,Acari spp
703.5,Tanypodinae
703.5,Tanypodinae
703.5,Tanypodinae
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Limnophyes type
703.5,Limnophyes type
703.5,Limnophyes type
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Chaoborus mandible
703.5,Chaoborus mandible
703.5,Chaoborus mandible
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Fragmented hc
703.5,Fragmented hc
703.5,Fragmented hc
703.5,Tanypodinae
703.5,Tanypodinae
703.5,Tanypodinae
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,others
703.5,others
703.5,others
703.5,Corynoneura spp
703.5,Corynoneura spp
703.5,Corynoneura spp
703.5,Heterotrissocladius marcidus
703.5,Heterotrissocladius marcidus
703.5,Heterotrissocladius marcidus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Fragmented hc
703.5,Fragmented hc
703.5,Fragmented hc
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Pentaneurini spp
703.5,Pentaneurini spp
703.5,Pentaneurini spp
703.5,Fragmented hc
703.5,Fragmented hc
703.5,Fragmented hc
703.5,Fragmented hc
703.5,Fragmented hc
703.5,Fragmented hc
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Acari spp
703.5,Acari spp
703.5,Acari spp
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Paratanytarsus austriacus
703.5,Paratanytarsus austriacus
703.5,Paratanytarsus austriacus
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Micropsectra radialis
703.5,Micropsectra radialis
703.5,Micropsectra radialis
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Fragmented hc
703.5,Fragmented hc
703.5,Fragmented hc
703.5,Fragmented hc
703.5,Fragmented hc
703.5,Fragmented hc
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Microtendipes pedellus
703.5,Microtendipes pedellus
703.5,Microtendipes pedellus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Fragmented hc
703.5,Fragmented hc
703.5,Fragmented hc
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Limnophyes type
703.5,Limnophyes type
703.5,Limnophyes type
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Micropsectra insignilobus
703.5,Psectrocladius spp
703.5,Psectrocladius spp
703.5,Psectrocladius spp
