Absolute.depth,taxa
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Fragmented hc
755.5,Fragmented hc
755.5,Fragmented hc
755.5,Tanytarsus lugens
755.5,Tanytarsus lugens
755.5,Tanytarsus lugens
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Tanytarsus lugens
755.5,Tanytarsus lugens
755.5,Tanytarsus lugens
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Chaoborus mandible
755.5,Chaoborus mandible
755.5,Chaoborus mandible
755.5,Chaoborus mandible
755.5,Chaoborus mandible
755.5,Chaoborus mandible
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Pseudochironomus spp
755.5,Pseudochironomus spp
755.5,Pseudochironomus spp
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra radialis
755.5,Micropsectra radialis
755.5,Micropsectra radialis
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,unsure
755.5,unsure
755.5,unsure
755.5,Tanypodinae
755.5,Tanypodinae
755.5,Tanypodinae
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
755.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,unsure
773.5,unsure
773.5,unsure
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Blurry specimens
773.5,Blurry specimens
773.5,Blurry specimens
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra radialis
773.5,Micropsectra radialis
773.5,Micropsectra radialis
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Chironomus spp
773.5,Chironomus spp
773.5,Chironomus spp
773.5,Micropsectra radialis
773.5,Micropsectra radialis
773.5,Micropsectra radialis
773.5,Micropsectra radialis
773.5,Micropsectra radialis
773.5,Micropsectra radialis
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Micropsectra insignilobus
773.5,Fragmented hc
773.5,Fragmented hc
773.5,Fragmented hc
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Tanypodinae
775.5,Tanypodinae
775.5,Tanypodinae
775.5,Blurry specimens
775.5,Blurry specimens
775.5,Blurry specimens
775.5,Paratanytarsus austriacus
775.5,Paratanytarsus austriacus
775.5,Paratanytarsus austriacus
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Psectrocladius spp
775.5,Psectrocladius spp
775.5,Psectrocladius spp
775.5,Psectrocladius spp
775.5,Psectrocladius spp
775.5,Psectrocladius spp
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Chironomus spp
775.5,Chironomus spp
775.5,Chironomus spp
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Fragmented hc
775.5,Fragmented hc
775.5,Fragmented hc
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Chironomus spp
775.5,Chironomus spp
775.5,Chironomus spp
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Microtendipes pedellus
775.5,Microtendipes pedellus
775.5,Microtendipes pedellus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra insignilobus
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Micropsectra radialis
775.5,Microtendipes pedellus
775.5,Microtendipes pedellus
775.5,Microtendipes pedellus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Corynoneura spp
778.5,Corynoneura spp
778.5,Corynoneura spp
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Blurry specimens
778.5,Blurry specimens
778.5,Blurry specimens
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Fragmented hc
778.5,Fragmented hc
778.5,Fragmented hc
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Tanytarsus lugens
778.5,Tanytarsus lugens
778.5,Tanytarsus lugens
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Microtendipes pedellus
778.5,Microtendipes pedellus
778.5,Microtendipes pedellus
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Fragmented hc
778.5,Fragmented hc
778.5,Fragmented hc
778.5,Limnophyes type
778.5,Limnophyes type
778.5,Limnophyes type
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Tanytarsus lugens
778.5,Tanytarsus lugens
778.5,Tanytarsus lugens
778.5,Microtendipes pedellus
778.5,Microtendipes pedellus
778.5,Microtendipes pedellus
778.5,Limnophyes type
778.5,Limnophyes type
778.5,Limnophyes type
778.5,Tanytarsus lugens
778.5,Tanytarsus lugens
778.5,Tanytarsus lugens
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Microtendipes pedellus
778.5,Microtendipes pedellus
778.5,Microtendipes pedellus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Microtendipes pedellus
778.5,Microtendipes pedellus
778.5,Microtendipes pedellus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Fragmented hc
778.5,Fragmented hc
778.5,Fragmented hc
778.5,Blurry specimens
778.5,Blurry specimens
778.5,Blurry specimens
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,unsure
778.5,unsure
778.5,unsure
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra insignilobus
778.5,Micropsectra radialis
778.5,Micropsectra radialis
778.5,Micropsectra radialis
653.5,Micropsectra insignilobus
653.5,Micropsectra insignilobus
653.5,Micropsectra insignilobus
653.5,Micropsectra insignilobus
653.5,Micropsectra insignilobus
653.5,Micropsectra insignilobus
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Fragmented hc
653.5,Fragmented hc
653.5,Fragmented hc
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Micropsectra insignilobus
653.5,Micropsectra insignilobus
653.5,Micropsectra insignilobus
653.5,Fragmented hc
653.5,Fragmented hc
653.5,Fragmented hc
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Micropsectra insignilobus
653.5,Micropsectra insignilobus
653.5,Micropsectra insignilobus
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Micropsectra insignilobus
653.5,Micropsectra insignilobus
653.5,Micropsectra insignilobus
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Micropsectra insignilobus
653.5,Micropsectra insignilobus
653.5,Micropsectra insignilobus
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Micropsectra insignilobus
653.5,Micropsectra insignilobus
653.5,Micropsectra insignilobus
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Chaoborus mandible
653.5,Particles
653.5,Particles
653.5,Particles
653.5,Micropsectra insignilobus
653.5,Micropsectra insignilobus
653.5,Micropsectra insignilobus
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Tanypodinae
658.5,Tanypodinae
658.5,Tanypodinae
658.5,Corynoneura spp
658.5,Corynoneura spp
658.5,Corynoneura spp
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Blurry specimens
658.5,Blurry specimens
658.5,Blurry specimens
658.5,Blurry specimens
658.5,Blurry specimens
658.5,Blurry specimens
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Fragmented hc
658.5,Fragmented hc
658.5,Fragmented hc
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Corynoneura spp
658.5,Corynoneura spp
658.5,Corynoneura spp
658.5,Tanytarsus lugens
658.5,Tanytarsus lugens
658.5,Tanytarsus lugens
658.5,Micropsectra insignilobus
658.5,Micropsectra insignilobus
658.5,Micropsectra insignilobus
658.5,Micropsectra insignilobus
658.5,Micropsectra insignilobus
658.5,Micropsectra insignilobus
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,unsure
658.5,unsure
658.5,unsure
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Fragmented hc
658.5,Fragmented hc
658.5,Fragmented hc
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Tanytarsus lugens
658.5,Tanytarsus lugens
658.5,Tanytarsus lugens
658.5,Background
658.5,Background
658.5,Background
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Mentum
658.5,Mentum
658.5,Mentum
658.5,Micropsectra insignilobus
658.5,Micropsectra insignilobus
658.5,Micropsectra insignilobus
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
658.5,Chaoborus mandible
663.5,Chaoborus mandible
663.5,Chaoborus mandible
663.5,Chaoborus mandible
663.5,Chaoborus mandible
663.5,Chaoborus mandible
663.5,Chaoborus mandible
663.5,Corynoneura spp
663.5,Corynoneura spp
663.5,Corynoneura spp
663.5,Chaoborus mandible
663.5,Chaoborus mandible
663.5,Chaoborus mandible
663.5,Tanypodinae
663.5,Tanypodinae
663.5,Tanypodinae
663.5,Particles
663.5,Particles
663.5,Particles
663.5,Chaoborus mandible
663.5,Chaoborus mandible
663.5,Chaoborus mandible
663.5,Chaoborus mandible
663.5,Chaoborus mandible
663.5,Chaoborus mandible
663.5,Chaoborus mandible
663.5,Chaoborus mandible
663.5,Chaoborus mandible
663.5,Chaoborus mandible
663.5,Chaoborus mandible
663.5,Chaoborus mandible
663.5,Chaoborus mandible
663.5,Chaoborus mandible
663.5,Chaoborus mandible
663.5,Chaoborus mandible
663.5,Chaoborus mandible
663.5,Chaoborus mandible
663.5,Chaoborus mandible
663.5,Chaoborus mandible
663.5,Chaoborus mandible
663.5,Micropsectra insignilobus
663.5,Micropsectra insignilobus
663.5,Micropsectra insignilobus
663.5,Corynoneura spp
663.5,Corynoneura spp
663.5,Corynoneura spp
663.5,Corynoneura spp
663.5,Corynoneura spp
663.5,Corynoneura spp
663.5,Particles
663.5,Particles
663.5,Particles
663.5,Chaoborus mandible
663.5,Chaoborus mandible
663.5,Chaoborus mandible
678.5,Fragmented hc
678.5,Fragmented hc
678.5,Fragmented hc
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Particles
678.5,Particles
678.5,Particles
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Tanypodinae
678.5,Tanypodinae
678.5,Tanypodinae
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Tanytarsus spp
678.5,Tanytarsus spp
678.5,Tanytarsus spp
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Pentaneurini spp
678.5,Pentaneurini spp
678.5,Pentaneurini spp
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Tanytarsus lugens
678.5,Tanytarsus lugens
678.5,Tanytarsus lugens
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Acari spp
678.5,Acari spp
678.5,Acari spp
678.5,Corynoneura spp
678.5,Corynoneura spp
678.5,Corynoneura spp
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Blurry specimens
678.5,Blurry specimens
678.5,Blurry specimens
678.5,Fragmented hc
678.5,Fragmented hc
678.5,Fragmented hc
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Blurry specimens
678.5,Blurry specimens
678.5,Blurry specimens
678.5,Fragmented hc
678.5,Fragmented hc
678.5,Fragmented hc
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Micropsectra insignilobus
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
678.5,Chaoborus mandible
683.5,Micropsectra insignilobus
683.5,Micropsectra insignilobus
683.5,Micropsectra insignilobus
683.5,Chaoborus mandible
683.5,Chaoborus mandible
683.5,Chaoborus mandible
683.5,Particles
683.5,Particles
683.5,Particles
683.5,Micropsectra insignilobus
683.5,Micropsectra insignilobus
683.5,Micropsectra insignilobus
683.5,Micropsectra insignilobus
683.5,Micropsectra insignilobus
683.5,Micropsectra insignilobus
683.5,Chaoborus mandible
683.5,Chaoborus mandible
683.5,Chaoborus mandible
683.5,Corynoneura spp
683.5,Corynoneura spp
683.5,Corynoneura spp
683.5,Tanypodinae
683.5,Tanypodinae
683.5,Tanypodinae
683.5,Micropsectra insignilobus
683.5,Micropsectra insignilobus
683.5,Micropsectra insignilobus
683.5,Chaoborus mandible
683.5,Chaoborus mandible
683.5,Chaoborus mandible
683.5,Micropsectra insignilobus
683.5,Micropsectra insignilobus
683.5,Micropsectra insignilobus
683.5,Micropsectra insignilobus
683.5,Micropsectra insignilobus
683.5,Micropsectra insignilobus
683.5,Particles
683.5,Particles
683.5,Particles
683.5,Corynoneura spp
683.5,Corynoneura spp
683.5,Corynoneura spp
683.5,Micropsectra insignilobus
683.5,Micropsectra insignilobus
683.5,Micropsectra insignilobus
683.5,Micropsectra insignilobus
683.5,Micropsectra insignilobus
683.5,Micropsectra insignilobus
683.5,Chaoborus mandible
683.5,Chaoborus mandible
683.5,Chaoborus mandible
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Chaoborus mandible
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Micropsectra insignilobus
688.5,Chaoborus mandible
