Taxa,Depth below sediment water interface (cm)
Blurry specimens,1105.5
Blurry specimens,1105.5
Fragmented hc,1105.5
Tanytarsus spp,1105.5
Micropsectra insignilobus,1105.5
Blurry specimens,1105.5
Microtendipes,1105.5
Micropsectra insignilobus,1105.5
Microtendipes,1105.5
Paratanytarsus austriacus,1105.5
Fragmented hc,1105.5
Chaoborus mandible,1105.5
Tanytarsus spp,1105.5
Tanytarsus lugens,1105.5
Blurry specimens,1105.5
Fragmented hc,1105.5
Microtendipes,1105.5
Limnophyes type,1105.5
Blurry specimens,1105.5
Micropsectra insignilobus,1105.5
Tanytarsus lugens,1105.5
Microtendipes,1105.5
Micropsectra insignilobus,1105.5
Tanytarsus lugens,1105.5
Mentum,1105.5
Blurry specimens,1105.5
Blurry specimens,1105.5
Microtendipes,1105.5
Chaoborus mandible,1105.5
Mentum,1105.5
Fragmented hc,1105.5
Tanytarsus spp,1105.5
Fragmented hc,1105.5
Fragmented hc,1105.5
Tanytarsus lugens,1105.5
Fragmented hc,1105.5
Tanytarsus lugens,1105.5
Microtendipes,1105.5
Tanytarsus spp,1105.5
Blurry specimens,1105.5
Blurry specimens,1105.5
Pseudochironomus spp,1105.5
Micropsectra insignilobus,1105.5
Chaoborus mandible,1105.5
Mentum,1105.5
Tanytarsus lugens,1105.5
Tanytarsus lugens,1105.5
Tanytarsus lugens,1105.5
Microtendipes,1105.5
Microtendipes,1105.5
Tanytarsus spp,1105.5
Particles,1105.5
Tanytarsus spp,1105.5
Fragmented hc,1105.5
Tanytarsus lugens,1105.5
unsure,1105.5
Background,1105.5
Fragmented hc,1105.5
Tanytarsus lugens,1105.5
Tanytarsus lugens,1105.5
Diatom,1105.5
Blurry specimens,1105.5
Blurry specimens,1105.5
Tanytarsus spp,1105.5
Fragmented hc,1105.5
Tanypodinae,1105.5
Tanytarsus lugens,1105.5
Tanytarsus lugens,1105.5
Blurry specimens,1105.5
Fragmented hc,1105.5
Blurry specimens,1105.5
Blurry specimens,1105.5
Blurry specimens,1105.5
Tanypodinae,1105.5
Tanytarsus spp,1105.5
Particles,1105.5
Blurry specimens,1105.5
Acari spp,1105.5
Acari spp,1105.5
Tanytarsus lugens,1105.5
Particles,1105.5
Blurry specimens,1105.5
Acari spp,1105.5
Dicrotendipes spp,1105.5
Tanytarsus lugens,1105.5
unsure,1105.5
Tanytarsus lugens,1105.5
Blurry specimens,1105.5
Mentum,1106.5
Blurry specimens,1106.5
Tanytarsus lugens,1106.5
Blurry specimens,1106.5
Tanytarsus spp,1106.5
Blurry specimens,1106.5
Tanytarsus spp,1106.5
Blurry specimens,1106.5
Tanytarsus spp,1106.5
Background,1106.5
Tanytarsus spp,1106.5
Tanytarsus lugens,1106.5
Acari spp,1106.5
Blurry specimens,1106.5
Tanytarsus lugens,1106.5
Microtendipes,1106.5
Chironomus spp,1106.5
Tanytarsus spp,1106.5
Fragmented hc,1106.5
Acari spp,1106.5
Microtendipes,1106.5
Background,1106.5
Tanytarsus lugens,1106.5
Micropsectra insignilobus,1106.5
Tanytarsus lugens,1106.5
Limnophyes type,1106.5
Blurry specimens,1106.5
Tanytarsus lugens,1106.5
Chaoborus mandible,1106.5
Mentum,1106.5
Fragmented hc,1106.5
Chaoborus mandible,1106.5
Microtendipes,1106.5
Blurry specimens,1106.5
Tanytarsus spp,1106.5
Blurry specimens,1106.5
Tanytarsus lugens,1106.5
Tanytarsus spp,1106.5
Microtendipes,1106.5
Multiple,1106.5
Fragmented hc,1106.5
Microtendipes,1106.5
Micropsectra insignilobus,1106.5
Tanytarsus lugens,1106.5
Microtendipes,1106.5
Fragmented hc,1106.5
Blurry specimens,1106.5
Blurry specimens,1106.5
Blurry specimens,1106.5
Limnophyes type,1106.5
Microtendipes,1106.5
Fragmented hc,1106.5
Tanytarsus lugens,1106.5
Microtendipes,1106.5
Tanytarsus lugens,1106.5
Microtendipes,1106.5
Tanytarsus lugens,1106.5
Blurry specimens,1106.5
Acari spp,1106.5
Blurry specimens,1106.5
Blurry specimens,1106.5
Blurry specimens,1106.5
Tanytarsus lugens,1106.5
Tanypodinae,1106.5
Particles,1106.5
Acari spp,1106.5
Diatom,1106.5
Micropsectra insignilobus,1106.5
Tanytarsus lugens,1106.5
Fragmented hc,1106.5
Acari spp,1106.5
Blurry specimens,1106.5
Tanytarsus lugens,1106.5
Chironomus spp,1106.5
Particles,1106.5
Multiple,1106.5
Mentum,1106.5
Tanytarsus lugens,1106.5
Tanytarsus lugens,1106.5
Fragmented hc,1106.5
Fragmented hc,1106.5
Blurry specimens,1106.5
Chironomus spp,1106.5
Mentum,1106.5
Blurry specimens,1106.5
Microtendipes,1106.5
Tanypodinae,1106.5
Tanypodinae,1106.5
Mentum,1106.5
Micropsectra insignilobus,1106.5
Tanypodinae,1106.5
Fragmented hc,1106.5
Fragmented hc,1106.5
Blurry specimens,1106.5
Background,1106.5
Blurry specimens,1106.5
Acari spp,1106.5
Background,1106.5
Blurry specimens,1106.5
Background,1106.5
Microtendipes,1106.5
Micropsectra insignilobus,1106.5
Micropsectra insignilobus,1106.5
Blurry specimens,1106.5
Limnophyes type,1106.5
Tanytarsus lugens,1106.5
Blurry specimens,1106.5
Fragmented hc,1106.5
unsure,1106.5
Tanypodinae,1106.5
Diatom,1107.5
Diatom,1107.5
Tanytarsus spp,1107.5
Tanytarsus spp,1107.5
Blurry specimens,1107.5
Blurry specimens,1107.5
Tanytarsus spp,1107.5
Tanytarsus spp,1107.5
Acari spp,1107.5
Acari spp,1107.5
Fragmented hc,1107.5
Fragmented hc,1107.5
Stictochironomus rosenschoeldi,1107.5
Stictochironomus rosenschoeldi,1107.5
Microtendipes,1107.5
Microtendipes,1107.5
Tanytarsus lugens,1107.5
Tanytarsus lugens,1107.5
Particles,1107.5
Particles,1107.5
Blurry specimens,1107.5
Blurry specimens,1107.5
Blurry specimens,1107.5
Blurry specimens,1107.5
Blurry specimens,1107.5
Blurry specimens,1107.5
Microtendipes,1107.5
Microtendipes,1107.5
Microtendipes,1107.5
Microtendipes,1107.5
Tanytarsus lugens,1107.5
Tanytarsus lugens,1107.5
Tanytarsus spp,1107.5
Tanytarsus spp,1107.5
Tanytarsus lugens,1107.5
Tanytarsus lugens,1107.5
Blurry specimens,1107.5
Blurry specimens,1107.5
Blurry specimens,1107.5
Blurry specimens,1107.5
Blurry specimens,1107.5
Blurry specimens,1107.5
Blurry specimens,1107.5
Blurry specimens,1107.5
Blurry specimens,1107.5
Blurry specimens,1107.5
Fragmented hc,1107.5
Fragmented hc,1107.5
Diatom,1107.5
Diatom,1107.5
Tanytarsus spp,1107.5
Tanytarsus spp,1107.5
Tanytarsus lugens,1107.5
Tanytarsus lugens,1107.5
Tanytarsus lugens,1107.5
Tanytarsus lugens,1107.5
Background,1107.5
Background,1107.5
Polypedilum spp,1107.5
Polypedilum spp,1107.5
Acari spp,1107.5
Acari spp,1107.5
Microtendipes,1107.5
Microtendipes,1107.5
Blurry specimens,1107.5
Blurry specimens,1107.5
Acari spp,1108.5
Blurry specimens,1108.5
Chaoborus mandible,1108.5
Blurry specimens,1108.5
Pseudochironomus spp,1108.5
Microtendipes,1108.5
Stictochironomus rosenschoeldi,1108.5
Chironomus spp,1108.5
Blurry specimens,1108.5
Blurry specimens,1108.5
Micropsectra insignilobus,1108.5
Chaoborus mandible,1108.5
Chaoborus mandible,1108.5
Acari spp,1108.5
Tanytarsus lugens,1108.5
Blurry specimens,1108.5
Acari spp,1108.5
Mentum,1108.5
Blurry specimens,1108.5
Microtendipes,1108.5
Polypedilum spp,1108.5
Chironomus spp,1108.5
Stictochironomus rosenschoeldi,1108.5
Microtendipes,1108.5
Blurry specimens,1108.5
Microtendipes,1108.5
others,1108.5
Chironomus spp,1108.5
Blurry specimens,1108.5
Particles,1108.5
Microtendipes,1108.5
Blurry specimens,1108.5
Mentum,1108.5
Microtendipes,1108.5
Blurry specimens,1108.5
Acari spp,1108.5
Acari spp,1108.5
Acari spp,1108.5
Microtendipes,1108.5
Acari spp,1108.5
Blurry specimens,1108.5
Mentum,1108.5
Mentum,1108.5
Blurry specimens,1108.5
Fragmented hc,1108.5
Background,1108.5
Chironomus spp,1108.5
Chironomus spp,1108.5
Microtendipes,1108.5
Limnophyes type,1108.5
Background,1108.5
Acari spp,1108.5
Blurry specimens,1108.5
others,1108.5
Acari spp,1108.5
Fragmented hc,1108.5
Fragmented hc,1108.5
unsure,1108.5
Chironomus spp,1108.5
Polypedilum spp,1108.5
Blurry specimens,1108.5
Dicrotendipes spp,1108.5
Chaoborus mandible,1108.5
Tanytarsus spp,1108.5
Blurry specimens,1108.5
Acari spp,1108.5
Blurry specimens,1108.5
Blurry specimens,1108.5
Tanytarsus spp,1108.5
Background,1108.5
Micropsectra insignilobus,1108.5
Background,1108.5
Acari spp,1108.5
Stictochironomus rosenschoeldi,1108.5
Chaoborus mandible,1109.5
Fragmented hc,1109.5
Blurry specimens,1109.5
Blurry specimens,1109.5
Micropsectra insignilobus,1109.5
Microtendipes,1109.5
Fragmented hc,1109.5
Microtendipes,1109.5
Tanytarsus spp,1109.5
Microtendipes,1109.5
Multiple,1109.5
others,1109.5
Microtendipes,1109.5
Fragmented hc,1109.5
Blurry specimens,1109.5
Blurry specimens,1109.5
Diatom,1109.5
Microtendipes,1109.5
Microtendipes,1109.5
Microtendipes,1109.5
Microtendipes,1109.5
Stictochironomus rosenschoeldi,1109.5
Microtendipes,1109.5
others,1109.5
Blurry specimens,1109.5
Particles,1109.5
Microtendipes,1109.5
Blurry specimens,1109.5
Particles,1109.5
Blurry specimens,1109.5
Microtendipes,1109.5
Blurry specimens,1109.5
Chironomus spp,1109.5
Blurry specimens,1109.5
others,1109.5
Tanytarsus lugens,1109.5
Paratanytarsus austriacus,1109.5
others,1109.5
Blurry specimens,1109.5
Microtendipes,1109.5
Mentum,1109.5
Microtendipes,1109.5
Microtendipes,1109.5
Stictochironomus rosenschoeldi,1109.5
others,1109.5
Stictochironomus rosenschoeldi,1109.5
Blurry specimens,1109.5
Microtendipes,1109.5
Stictochironomus rosenschoeldi,1109.5
Fragmented hc,1109.5
Microtendipes,1109.5
Polypedilum spp,1109.5
Microtendipes,1109.5
Stictochironomus rosenschoeldi,1109.5
Fragmented hc,1109.5
Blurry specimens,1109.5
Blurry specimens,1109.5
Blurry specimens,1109.5
Blurry specimens,1109.5
Blurry specimens,1109.5
Blurry specimens,1109.5
Blurry specimens,1109.5
Polypedilum spp,1109.5
Polypedilum spp,1109.5
Polypedilum spp,1109.5
Polypedilum spp,1109.5
Blurry specimens,1109.5
Chironomus spp,1109.5
Stictochironomus rosenschoeldi,1109.5
Fragmented hc,1109.5
Blurry specimens,1109.5
others,1109.5
Microtendipes,1109.5
Chironomus spp,1109.5
Fragmented hc,1109.5
Micropsectra insignilobus,1109.5
Acari spp,1109.5
Particles,1109.5
Fragmented hc,1109.5
Microtendipes,1109.5
Stictochironomus rosenschoeldi,1109.5
others,1109.5
Mentum,1109.5
Particles,1109.5
Fragmented hc,1109.5
Chironomus spp,1109.5
Micropsectra insignilobus,1109.5
Tanytarsus spp,1109.5
Background,1109.5
Fragmented hc,1109.5
Corynoneura spp,1109.5
Fragmented hc,1109.5
Fragmented hc,1110.5
Fragmented hc,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Chironomus spp,1110.5
Chironomus spp,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Chironomus spp,1110.5
Chironomus spp,1110.5
Tanytarsus lugens,1110.5
Tanytarsus lugens,1110.5
Particles,1110.5
Particles,1110.5
others,1110.5
others,1110.5
Tanytarsus lugens,1110.5
Tanytarsus lugens,1110.5
Microtendipes,1110.5
Microtendipes,1110.5
Paratanytarsus austriacus,1110.5
Paratanytarsus austriacus,1110.5
Acari spp,1110.5
Acari spp,1110.5
Microtendipes,1110.5
Microtendipes,1110.5
Pseudochironomus spp,1110.5
Pseudochironomus spp,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Microtendipes,1110.5
Microtendipes,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Particles,1110.5
Particles,1110.5
Chironomus spp,1110.5
Chironomus spp,1110.5
Particles,1110.5
Particles,1110.5
Microtendipes,1110.5
Microtendipes,1110.5
Tanypodinae,1110.5
Tanypodinae,1110.5
Particles,1110.5
Particles,1110.5
Chironomus spp,1110.5
Chironomus spp,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Microtendipes,1110.5
Microtendipes,1110.5
Fragmented hc,1110.5
Fragmented hc,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Acari spp,1110.5
Acari spp,1110.5
Tanytarsus lugens,1110.5
Tanytarsus lugens,1110.5
Chironomus spp,1110.5
Chironomus spp,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
unsure,1110.5
unsure,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Microtendipes,1110.5
Microtendipes,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Particles,1110.5
Particles,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Acari spp,1110.5
Acari spp,1110.5
Acari spp,1110.5
Acari spp,1110.5
Micropsectra insignilobus,1110.5
Micropsectra insignilobus,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Particles,1110.5
Particles,1110.5
Paratanytarsus austriacus,1110.5
Paratanytarsus austriacus,1110.5
Chironomus spp,1110.5
Chironomus spp,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Microtendipes,1110.5
Microtendipes,1110.5
Microtendipes,1110.5
Microtendipes,1110.5
Particles,1110.5
Particles,1110.5
Acari spp,1110.5
Acari spp,1110.5
others,1110.5
others,1110.5
Chironomus spp,1110.5
Chironomus spp,1110.5
Fragmented hc,1110.5
Fragmented hc,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Fragmented hc,1110.5
Fragmented hc,1110.5
Mandible,1110.5
Mandible,1110.5
Microtendipes,1110.5
Microtendipes,1110.5
Mandible,1110.5
Mandible,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Tanypodinae,1110.5
Tanypodinae,1110.5
Fragmented hc,1110.5
Fragmented hc,1110.5
Fragmented hc,1110.5
Fragmented hc,1110.5
Particles,1110.5
Particles,1110.5
Particles,1110.5
Particles,1110.5
Micropsectra insignilobus,1110.5
Micropsectra insignilobus,1110.5
Fragmented hc,1110.5
Fragmented hc,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Microtendipes,1110.5
Microtendipes,1110.5
Microtendipes,1110.5
Microtendipes,1110.5
Chaoborus mandible,1110.5
Chaoborus mandible,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Microtendipes,1110.5
Microtendipes,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Microtendipes,1110.5
Microtendipes,1110.5
Background,1110.5
Background,1110.5
Acari spp,1110.5
Acari spp,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Tanypodinae,1110.5
Tanypodinae,1110.5
Microtendipes,1110.5
Microtendipes,1110.5
Chironomus spp,1110.5
Chironomus spp,1110.5
Chaoborus mandible,1110.5
Chaoborus mandible,1110.5
Fragmented hc,1110.5
Fragmented hc,1110.5
Microtendipes,1110.5
Microtendipes,1110.5
Microtendipes,1110.5
Microtendipes,1110.5
Fragmented hc,1110.5
Fragmented hc,1110.5
Microtendipes,1110.5
Microtendipes,1110.5
Particles,1110.5
Particles,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Particles,1110.5
Particles,1110.5
Microtendipes,1110.5
Microtendipes,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Background,1110.5
Background,1110.5
Blurry specimens,1110.5
Blurry specimens,1110.5
Microtendipes,1110.5
Microtendipes,1110.5
Microtendipes,1111.5
Fragmented hc,1111.5
Fragmented hc,1111.5
Microtendipes,1111.5
Particles,1111.5
Particles,1111.5
Blurry specimens,1111.5
Background,1111.5
Blurry specimens,1111.5
Tanypodinae,1111.5
Microtendipes,1111.5
Blurry specimens,1111.5
Multiple,1111.5
Chironomus spp,1111.5
Particles,1111.5
Fragmented hc,1111.5
Particles,1111.5
Microtendipes,1111.5
Fragmented hc,1111.5
Blurry specimens,1111.5
Fragmented hc,1111.5
Blurry specimens,1111.5
Fragmented hc,1111.5
Microtendipes,1111.5
Microtendipes,1111.5
Tanypodinae,1111.5
Fragmented hc,1111.5
Blurry specimens,1111.5
Particles,1111.5
Acari spp,1111.5
Particles,1111.5
Fragmented hc,1111.5
Tanytarsus spp,1111.5
Background,1111.5
Chironomus spp,1111.5
Chironomus spp,1111.5
Background,1111.5
Microtendipes,1111.5
Corynoneura spp,1111.5
Particles,1111.5
Particles,1111.5
Particles,1111.5
Background,1111.5
Tanytarsus spp,1111.5
Microtendipes,1111.5
Microtendipes,1111.5
Particles,1111.5
Particles,1111.5
Chironomus spp,1111.5
Fragmented hc,1111.5
Chironomus spp,1111.5
Fragmented hc,1111.5
Microtendipes,1111.5
Particles,1111.5
Blurry specimens,1111.5
Fragmented hc,1111.5
Particles,1111.5
Blurry specimens,1111.5
Multiple,1111.5
Fragmented hc,1111.5
Blurry specimens,1111.5
Polypedilum spp,1111.5
Chironomus spp,1111.5
Microtendipes,1111.5
Microtendipes,1111.5
Fragmented hc,1111.5
Blurry specimens,1111.5
Acari spp,1111.5
Fragmented hc,1111.5
Multiple,1111.5
Blurry specimens,1111.5
Chironomus spp,1111.5
Limnophyes type,1111.5
Particles,1111.5
Micropsectra radialis,1111.5
Acari spp,1111.5
Particles,1111.5
Blurry specimens,1111.5
Blurry specimens,1111.5
Corynoneura spp,1111.5
Fragmented hc,1111.5
Microtendipes,1111.5
Blurry specimens,1111.5
Particles,1111.5
Microtendipes,1111.5
Particles,1111.5
Blurry specimens,1111.5
Mentum,1111.5
Multiple,1111.5
Fragmented hc,1111.5
Particles,1111.5
Blurry specimens,1111.5
Blurry specimens,1111.5
Acari spp,1111.5
Acari spp,1111.5
Acari spp,1111.5
Chironomus spp,1111.5
Acari spp,1111.5
Blurry specimens,1111.5
Tanytarsus lugens,1111.5
Particles,1111.5
Polypedilum spp,1111.5
Blurry specimens,1111.5
Corynoneura spp,1111.5
Tanypodinae,1111.5
Tanytarsus lugens,1111.5
others,1111.5
Blurry specimens,1111.5
Blurry specimens,1111.5
Microtendipes,1111.5
Background,1111.5
Microtendipes,1111.5
Particles,1111.5
Fragmented hc,1111.5
Chaoborus mandible,1111.5
Particles,1111.5
Blurry specimens,1111.5
Particles,1111.5
Fragmented hc,1111.5
Particles,1111.5
Paratanytarsus austriacus,1111.5
Particles,1111.5
Chironomus spp,1111.5
unsure,1111.5
Background,1111.5
Background,1111.5
unsure,1111.5
Fragmented hc,1111.5
Chironomus spp,1111.5
Blurry specimens,1111.5
Particles,1111.5
Blurry specimens,1111.5
Background,1111.5
Fragmented hc,1111.5
Microtendipes,1111.5
Micropsectra insignilobus,1111.5
Fragmented hc,1111.5
Fragmented hc,1111.5
Fragmented hc,1111.5
Particles,1111.5
Acari spp,1111.5
Blurry specimens,1111.5
Acari spp,1111.5
Blurry specimens,1111.5
Acari spp,1111.5
Blurry specimens,1111.5
Tanypodinae,1111.5
Microtendipes,1111.5
Blurry specimens,1111.5
Fragmented hc,1111.5
Chironomus spp,1111.5
Blurry specimens,1111.5
Fragmented hc,1111.5
Fragmented hc,1111.5
Particles,1111.5
Particles,1111.5
Blurry specimens,1111.5
Particles,1111.5
Particles,1111.5
Particles,1111.5
Blurry specimens,1111.5
Blurry specimens,1111.5
Fragmented hc,1111.5
Blurry specimens,1111.5
Fragmented hc,1111.5
Background,1111.5
Fragmented hc,1111.5
others,1111.5
Background,1111.5
Fragmented hc,1111.5
Blurry specimens,1111.5
Chironomus spp,1111.5
Acari spp,1111.5
Microtendipes,1111.5
Blurry specimens,1111.5
Blurry specimens,1111.5
Blurry specimens,1111.5
Chironomus spp,1111.5
Mandible,1111.5
Fragmented hc,1111.5
Blurry specimens,1111.5
Acari spp,1111.5
Chironomus spp,1111.5
others,1111.5
Blurry specimens,1111.5
Particles,1111.5
Tanytarsus spp,1111.5
Chironomus spp,1111.5
Fragmented hc,1111.5
Blurry specimens,1111.5
Blurry specimens,1111.5
Tanytarsus spp,1111.5
Blurry specimens,1111.5
Chironomus spp,1111.5
Fragmented hc,1111.5
Blurry specimens,1111.5
Microtendipes,1112.5
Blurry specimens,1112.5
unsure,1112.5
Chironomus spp,1112.5
Particles,1112.5
Blurry specimens,1112.5
Particles,1112.5
Blurry specimens,1112.5
Blurry specimens,1112.5
Blurry specimens,1112.5
Blurry specimens,1112.5
Blurry specimens,1112.5
Particles,1112.5
Particles,1112.5
Polypedilum spp,1112.5
Multiple,1112.5
Chironomus spp,1112.5
Fragmented hc,1112.5
Microtendipes,1112.5
Micropsectra insignilobus,1112.5
Fragmented hc,1112.5
Chironomus spp,1112.5
Acari spp,1112.5
Polypedilum spp,1112.5
Fragmented hc,1112.5
Chironomus spp,1112.5
Chironomus spp,1112.5
Chironomus spp,1112.5
Chironomus spp,1112.5
Microtendipes,1112.5
Psectrocladius spp,1112.5
Acari spp,1112.5
Particles,1112.5
Chironomus spp,1112.5
Microtendipes,1112.5
Chironomus spp,1112.5
Psectrocladius spp,1112.5
Tanytarsus lugens,1112.5
Tanytarsus spp,1112.5
Fragmented hc,1113.5
Particles,1113.5
Microtendipes,1113.5
Blurry specimens,1113.5
Blurry specimens,1113.5
Blurry specimens,1113.5
Fragmented hc,1113.5
Background,1113.5
Dicrotendipes spp,1113.5
Particles,1113.5
Blurry specimens,1113.5
Stictochironomus rosenschoeldi,1113.5
Fragmented hc,1113.5
Particles,1113.5
Mentum,1113.5
Microtendipes,1113.5
Microtendipes,1113.5
others,1113.5
Chironomus spp,1113.5
Chironomus spp,1113.5
Fragmented hc,1113.5
Chironomus spp,1113.5
Fragmented hc,1113.5
Micropsectra insignilobus,1113.5
Fragmented hc,1113.5
Chironomus spp,1113.5
Microtendipes,1113.5
Fragmented hc,1113.5
Chaoborus mandible,1113.5
Blurry specimens,1113.5
Chironomus spp,1113.5
Microtendipes,1113.5
Microtendipes,1113.5
others,1113.5
Fragmented hc,1113.5
Polypedilum spp,1113.5
Fragmented hc,1113.5
Blurry specimens,1113.5
Corynoneura spp,1113.5
Background,1116.5
Microtendipes,1116.5
Fragmented hc,1116.5
Tanytarsus spp,1116.5
Background,1116.5
Fragmented hc,1116.5
Particles,1116.5
Chironomus spp,1116.5
Mentum,1116.5
Corynoneura spp,1116.5
Blurry specimens,1116.5
Particles,1116.5
Microtendipes,1116.5
Chironomus spp,1116.5
Particles,1116.5
Polypedilum spp,1116.5
Blurry specimens,1116.5
Blurry specimens,1116.5
Blurry specimens,1116.5
Microtendipes,1116.5
Paratanytarsus austriacus,1116.5
Mentum,1116.5
Microtendipes,1116.5
Tanytarsus lugens,1116.5
Blurry specimens,1116.5
Polypedilum spp,1116.5
Chironomus spp,1116.5
Fragmented hc,1116.5
Blurry specimens,1116.5
Particles,1116.5
Particles,1116.5
Blurry specimens,1116.5
Blurry specimens,1116.5
Limnophyes type,1116.5
Fragmented hc,1116.5
unsure,1116.5
Microtendipes,1116.5
Blurry specimens,1116.5
Acari spp,1116.5
Multiple,1116.5
Polypedilum spp,1116.5
Fragmented hc,1116.5
Blurry specimens,1116.5
Tanypodinae,1116.5
Blurry specimens,1116.5
Tanytarsus lugens,1116.5
Fragmented hc,1116.5
Background,1116.5
Fragmented hc,1116.5
Blurry specimens,1116.5
Polypedilum spp,1116.5
Blurry specimens,1116.5
Blurry specimens,1116.5
Multiple,1116.5
Background,1116.5
Mentum,1116.5
Blurry specimens,1116.5
Chironomus spp,1116.5
Microtendipes,1116.5
Background,1116.5
Blurry specimens,1116.5
Blurry specimens,1116.5
Polypedilum spp,1116.5
Particles,1119.5
Particles,1119.5
Background,1119.5
Background,1119.5
Polypedilum spp,1119.5
Polypedilum spp,1119.5
Chironomus spp,1119.5
Chironomus spp,1119.5
Chironomus spp,1119.5
Chironomus spp,1119.5
Particles,1119.5
Particles,1119.5
Particles,1119.5
Particles,1119.5
unsure,1119.5
unsure,1119.5
Multiple,1119.5
Multiple,1119.5
Fragmented hc,1119.5
Fragmented hc,1119.5
Fragmented hc,1119.5
Fragmented hc,1119.5
Fragmented hc,1119.5
Fragmented hc,1119.5
Chironomus spp,1119.5
Chironomus spp,1119.5
Particles,1119.5
Particles,1119.5
Multiple,1119.5
Multiple,1119.5
Tanytarsus spp,1119.5
Tanytarsus spp,1119.5
Chironomus spp,1119.5
Chironomus spp,1119.5
Background,1119.5
Background,1119.5
Blurry specimens,1119.5
Blurry specimens,1119.5
Particles,1119.5
Particles,1119.5
Blurry specimens,1119.5
Blurry specimens,1119.5
Blurry specimens,1119.5
Blurry specimens,1119.5
Background,1119.5
Background,1119.5
Chironomus spp,1119.5
Chironomus spp,1119.5
Particles,1119.5
Particles,1119.5
Particles,1119.5
Particles,1119.5
Chironomus spp,1119.5
Chironomus spp,1119.5
Polypedilum spp,1119.5
Polypedilum spp,1119.5
Blurry specimens,1119.5
Blurry specimens,1119.5
Blurry specimens,1119.5
Blurry specimens,1119.5
Chironomus spp,1119.5
Chironomus spp,1119.5
Microtendipes,1119.5
Microtendipes,1119.5
Microtendipes,1119.5
Microtendipes,1119.5
Blurry specimens,1119.5
Blurry specimens,1119.5
Fragmented hc,1119.5
Fragmented hc,1119.5
Blurry specimens,1119.5
Blurry specimens,1119.5
Multiple,1119.5
Multiple,1119.5
Blurry specimens,1119.5
Blurry specimens,1119.5
Background,1119.5
Background,1119.5
Blurry specimens,1119.5
Blurry specimens,1119.5
Chironomus spp,1119.5
Chironomus spp,1119.5
Blurry specimens,1119.5
Blurry specimens,1119.5
unsure,1119.5
unsure,1119.5
Chironomus spp,1119.5
Chironomus spp,1119.5
Chironomus spp,1119.5
Chironomus spp,1119.5
Chironomus spp,1119.5
Chironomus spp,1119.5
Multiple,1119.5
Multiple,1119.5
Background,1119.5
Background,1119.5
Blurry specimens,1119.5
Blurry specimens,1119.5
Chironomus spp,1119.5
Chironomus spp,1119.5
unsure,1119.5
unsure,1119.5
Chironomus spp,1119.5
Chironomus spp,1119.5
Background,1119.5
Background,1119.5
Tanytarsus lugens,1119.5
Tanytarsus lugens,1119.5
Tanytarsus spp,1119.5
Tanytarsus spp,1119.5
Mentum,1119.5
Mentum,1119.5
Multiple,1119.5
Multiple,1119.5
Polypedilum spp,1119.5
Polypedilum spp,1119.5
Blurry specimens,1119.5
Blurry specimens,1119.5
Blurry specimens,1119.5
Blurry specimens,1119.5
Background,1119.5
Background,1119.5
Blurry specimens,1119.5
Blurry specimens,1119.5
Chironomus spp,1119.5
Chironomus spp,1119.5
Background,1119.5
Background,1119.5
Corynoneura spp,1119.5
Corynoneura spp,1119.5
Multiple,1119.5
Multiple,1119.5
Orthocladiinae Diamesinae,1119.5
Orthocladiinae Diamesinae,1119.5
