T.WATER,size_manual,Taxa,size_automatic,lake
12.2731,NA,Tanytarsus lugens,275.99753232,lake Peleaga
12.2731,NA,Tanytarsus lugens,314.87700016,lake Peleaga
12.2731,NA,Tanytarsus lugens,308.39452616000005,lake Peleaga
12.2731,NA,Tanytarsus lugens,358.37863472000004,lake Peleaga
12.2731,NA,Tanytarsus lugens,226.00109672000002,lake Peleaga
12.2731,NA,Tanytarsus lugens,346.31382312,lake Peleaga
12.2731,NA,Tanytarsus lugens,34.15301224,lake Peleaga
12.2731,NA,Tanytarsus lugens,383.3416577600001,lake Peleaga
12.2731,NA,Tanytarsus lugens,353.32312712000004,lake Peleaga
12.2731,NA,Tanytarsus lugens,331.70623312000004,lake Peleaga
12.3264,NA,Heterotrissocladius marcidus,210.18603208000002,lake Peleaga
12.3264,NA,Heterotrissocladius marcidus,340.33082816,lake Peleaga
12.3264,NA,Heterotrissocladius marcidus,494.69726096000005,lake Peleaga
12.3264,NA,Micropsectra insignilobus,155.51996168000002,lake Peleaga
12.3264,NA,Tanytarsus lugens,195.291546,lake Peleaga
12.3264,NA,Tanytarsus lugens,334.42463512,lake Peleaga
12.3264,NA,Tanytarsus lugens,378.21501264,lake Peleaga
12.3264,NA,Tanytarsus lugens,314.07226096,lake Peleaga
12.5678,NA,Heterotrissocladius marcidus,230.13932648,lake Peleaga
12.5678,NA,Micropsectra insignilobus,49.85078232,lake Peleaga
12.6002,NA,Heterotrissocladius marcidus,230.42360728000003,lake Peleaga
12.6002,NA,Heterotrissocladius marcidus,246.79563272000001,lake Peleaga
12.6002,NA,Heterotrissocladius marcidus,282.1097708,lake Peleaga
12.6002,NA,Heterotrissocladius marcidus,340.17381888,lake Peleaga
12.6002,NA,Heterotrissocladius marcidus,199.77257872,lake Peleaga
12.6002,NA,Heterotrissocladius marcidus,296.83384208,lake Peleaga
12.6002,NA,Heterotrissocladius marcidus,223.948106,lake Peleaga
12.6002,NA,Micropsectra insignilobus,143.61940136,lake Peleaga
12.6002,NA,Micropsectra insignilobus,125.56361432000001,lake Peleaga
12.6002,NA,Micropsectra insignilobus,155.94096736,lake Peleaga
12.6002,NA,Micropsectra insignilobus,152.64181136000002,lake Peleaga
12.6002,NA,Micropsectra insignilobus,190.48724128,lake Peleaga
12.6002,NA,Micropsectra insignilobus,247.80834856,lake Peleaga
12.6002,NA,Micropsectra insignilobus,139.14149256000002,lake Peleaga
12.6002,NA,Tanytarsus lugens,325.48241072,lake Peleaga
12.6002,NA,Tanytarsus lugens,318.15280088000003,lake Peleaga
12.6002,NA,Tanytarsus lugens,202.37632592,lake Peleaga
12.6002,NA,Tanytarsus lugens,212.1359076,lake Peleaga
12.6002,NA,Tanytarsus lugens,312.79931456,lake Peleaga
12.6002,NA,Tanytarsus lugens,352.09905232000006,lake Peleaga
12.6002,NA,Tanytarsus lugens,416.56951912,lake Peleaga
12.6002,NA,Tanytarsus lugens,211.65651576000002,lake Peleaga
12.6002,NA,Tanytarsus lugens,324.06692000000004,lake Peleaga
12.6002,NA,Tanytarsus lugens,380.5835152,lake Peleaga
12.6002,NA,Tanytarsus lugens,281.2958788,lake Peleaga
12.6002,NA,Tanytarsus lugens,398.99771936,lake Peleaga
12.6002,NA,Tanytarsus lugens,169.2715228,lake Peleaga
12.6002,NA,Tanytarsus lugens,91.07964744000002,lake Peleaga
12.6002,NA,Tanytarsus lugens,317.62742336,lake Peleaga
12.6002,NA,Tanytarsus lugens,331.53882664,lake Peleaga
9.64556,NA,Tanytarsus lugens,364.48518839999997,lake Peleaga
9.64556,NA,Tanytarsus lugens,336.35720192,lake Peleaga
9.64556,NA,Tanytarsus lugens,344.91105384,lake Peleaga
9.64556,NA,Tanytarsus lugens,294.48997048,lake Peleaga
10.20057646,NA,Corynoneura spp,273.528471425,Laguna de Rio Seco
10.20057646,NA,Micropsectra radialis,409.53473660000003,Laguna de Rio Seco
10.20057646,NA,Psectrocladius spp,305.17191760000003,Laguna de Rio Seco
10.39343062,NA,Corynoneura spp,190.105054425,Laguna de Rio Seco
10.39343062,NA,Micropsectra radialis,382.71533795000005,Laguna de Rio Seco
10.39343062,NA,Psectrocladius spp,364.10120835000004,Laguna de Rio Seco
10.4496554,NA,Corynoneura spp,142.53528300000002,Laguna de Rio Seco
10.4496554,NA,Micropsectra radialis,427.36886610000005,Laguna de Rio Seco
10.4496554,NA,Psectrocladius spp,311.74704275,Laguna de Rio Seco
10.45344855,NA,Corynoneura spp,163.17147,Laguna de Rio Seco
10.45344855,NA,Micropsectra radialis,318.4935732,Laguna de Rio Seco
10.45344855,NA,Psectrocladius spp,303.2371826,Laguna de Rio Seco
10.5476913,NA,Corynoneura spp,230.60044095,Laguna de Rio Seco
10.5476913,NA,Micropsectra radialis,379.29552925,Laguna de Rio Seco
10.5476913,NA,Psectrocladius spp,318.5801817000001,Laguna de Rio Seco
10.69198765,NA,Corynoneura spp,215.43432707500003,Laguna de Rio Seco
10.69198765,NA,Micropsectra radialis,405.26906420000006,Laguna de Rio Seco
10.69198765,NA,Psectrocladius spp,305.84165947500003,Laguna de Rio Seco
10.88091502,NA,Corynoneura spp,224.79981095000002,Laguna de Rio Seco
10.88091502,NA,Micropsectra radialis,329.2532837,Laguna de Rio Seco
10.88091502,NA,Psectrocladius spp,303.41697980000004,Laguna de Rio Seco
4.562539727,NA,Micropsectra radialis,434.34141850000003,Laguna de Rio Seco
4.824688716,NA,Corynoneura spp,189.52729262500003,Laguna de Rio Seco
4.824688716,NA,Micropsectra radialis,327.93961475,Laguna de Rio Seco
4.824688716,NA,Psectrocladius spp,321.60632350000003,Laguna de Rio Seco
6.789151674,NA,Corynoneura spp,179.59980362500002,Laguna de Rio Seco
6.789151674,NA,Micropsectra radialis,403.728534,Laguna de Rio Seco
6.789151674,NA,Psectrocladius spp,252.72807175000003,Laguna de Rio Seco
6.959226126,NA,Micropsectra radialis,447.265982075,Laguna de Rio Seco
6.959226126,NA,Psectrocladius spp,383.75273145000006,Laguna de Rio Seco
7.426879469,NA,Corynoneura spp,229.52597030000004,Laguna de Rio Seco
7.426879469,NA,Micropsectra radialis,446.513172875,Laguna de Rio Seco
7.426879469,NA,Psectrocladius spp,422.63216545,Laguna de Rio Seco
7.548394884,NA,Corynoneura spp,301.933433725,Laguna de Rio Seco
7.548394884,NA,Micropsectra radialis,393.39172950000005,Laguna de Rio Seco
7.548394884,NA,Psectrocladius spp,348.3963318,Laguna de Rio Seco
7.750926747,NA,Corynoneura spp,163.81050400000004,Laguna de Rio Seco
7.750926747,NA,Micropsectra radialis,294.83873925,Laguna de Rio Seco
7.750926747,NA,Psectrocladius spp,298.284480175,Laguna de Rio Seco
8.438070776,NA,Corynoneura spp,129.70773475000001,Laguna de Rio Seco
8.438070776,NA,Micropsectra radialis,314.97671535,Laguna de Rio Seco
8.438070776,NA,Psectrocladius spp,291.19871495000007,Laguna de Rio Seco
8.870976079,NA,Corynoneura spp,150.09644017500003,Laguna de Rio Seco
8.870976079,NA,Micropsectra radialis,255.47187820000002,Laguna de Rio Seco
8.870976079,NA,Psectrocladius spp,282.661462325,Laguna de Rio Seco
8.927793983,NA,Corynoneura spp,137.7829475,Laguna de Rio Seco
8.927793983,NA,Micropsectra radialis,332.4487826,Laguna de Rio Seco
8.927793983,NA,Psectrocladius spp,308.83617875,Laguna de Rio Seco
8.92970642,NA,Corynoneura spp,151.74365360000002,Laguna de Rio Seco
8.92970642,NA,Micropsectra radialis,280.8355924,Laguna de Rio Seco
8.92970642,NA,Psectrocladius spp,313.48032842500004,Laguna de Rio Seco
9.076938377,NA,Corynoneura spp,151.7426383,Laguna de Rio Seco
9.076938377,NA,Micropsectra radialis,357.91975120000006,Laguna de Rio Seco
9.076938377,NA,Psectrocladius spp,308.91674495000007,Laguna de Rio Seco
9.185580012,NA,Corynoneura spp,160.11873295000004,Laguna de Rio Seco
9.185580012,NA,Micropsectra radialis,307.84914765,Laguna de Rio Seco
9.185580012,NA,Psectrocladius spp,307.78508915000003,Laguna de Rio Seco
9.213016689,NA,Corynoneura spp,181.90615520000003,Laguna de Rio Seco
9.213016689,NA,Micropsectra radialis,424.19723500000003,Laguna de Rio Seco
9.213016689,NA,Psectrocladius spp,301.239202825,Laguna de Rio Seco
9.869083358,NA,Corynoneura spp,241.44951325,Laguna de Rio Seco
9.869083358,NA,Micropsectra radialis,310.910209775,Laguna de Rio Seco
9.869083358,NA,Psectrocladius spp,281.47078327500003,Laguna de Rio Seco
9.879802882,NA,Corynoneura spp,154.39966795000004,Laguna de Rio Seco
9.879802882,NA,Micropsectra radialis,257.48595455000003,Laguna de Rio Seco
9.879802882,NA,Psectrocladius spp,262.7072448,Laguna de Rio Seco
